Protein_A	Protein_B	Uniprot_A	Uniprot_B
FUS3	TUB4	P16892	P53378
FUS3	TUM1	P16892	Q08686
FUS3	UBA4	P16892	P38820
FUS3	UBP10	P16892	P53874
FUS3	UBP3	P16892	Q01477
FUS3	UBP9	P16892	P39967
FUS3	UME1	P16892	Q03010
FUS3	URA10	P16892	P30402
FUS3	UTP7	P16892	P40055
FUS3	VPS15	P16892	P22219
FUS3	VPS53	P16892	P47061
FUS3	VPS75	P16892	P53853
FUS3	XRN1	P16892	P22147
FUS3	YAT1	P16892	P80235
FUS3	YBL055C	P16892	P34220
FUS3	YBR259W	P16892	P38338
FUS3	YCK1	P16892	P23291
FUS3	YCK2	P16892	P23292
FUS3	YCK3	P16892	P39962
FUS3	YDL119C	P16892	NA
FUS3	YDR034C-C	P16892	NA
FUS3	YGL082W	P16892	P53155
FUS3	YGR027W-A	P16892	NA
FUS3	YGR237C	P16892	P50089
FUS3	YHR131C	P16892	P38835
FUS3	YHR214C-C	P16892	NA
FUS3	YIM1	P16892	P28625
FUS3	YKU70	P16892	P32807
FUS3	YMC1	P16892	P32331
FUS3	YML045W-A	P16892	NA
FUS3	YMR262W	P16892	P38430
FUS3	YMR295C	P16892	Q03559
FUS3	YNL054W-A	P16892	NA
FUS3	YNL247W	P16892	P53852
FUS3	YNL284C-A	P16892	NA
FUS3	YOL103W-A	P16892	NA
FUS3	YPK9	P16892	Q12697
FUS3	YPL257W-A	P16892	NA
FUS3	YPR137C-A	P16892	NA
FUS3	YPR158C-C	P16892	NA
FUS3	YPR158W-A	P16892	NA
FUS3	YVH1	P16892	Q02256
CDC48	FUS	P25694	NA
FYV4	MRP51	P38783	Q02950
FYV7	NUF2	Q12247	P33895
FYV8	NUF2	P46949	P33895
FYV8	RRP6	P46949	Q12149
FYV8	SIW14	P46949	P53965
FZF1	SNF5	P32805	P18480
FZO1	NUM1	P38297	Q00402
FZO1	TOM70	P38297	P07213
GAB1	NMD2	P41733	P38798
GAB1	SNF5	P41733	P18480
GAL11	SNF5	P19659	P18480
GAL80	RRP6	P04387	Q12149
GAL80	SET2	P04387	P46995
GAL80	SUB1	P04387	P54000
DED1	GAR1	P06634	P28007
GAR1	NUM1	P28007	Q00402
FUS3	GAS1	P16892	P22146
GAS1	NUM1	P22146	Q00402
CDC48	GAS3	P25694	Q03655
GAS3	NUF2	Q03655	P33895
FUS3	GAT2	P16892	P40209
GBP2	PRP4	P25555	P20053
GBP2	RRP6	P25555	Q12149
GCD10	RRP6	P41814	Q12149
CDC48	GCD11	P25694	P32481
DED1	GCD11	P06634	P32481
GCD11	NMD2	P32481	P38798
GCD11	NMD4	P32481	Q12129
GCD11	NUM1	P32481	Q00402
DED1	GCD14	P06634	P46959
GCD14	RRP6	P46959	Q12149
GCD14	SIW14	P46959	P53965
GCD1	NUM1	P09032	Q00402
GCD1	PRP4	P09032	P20053
GCD7	NUM1	P32502	Q00402
DED1	GCN1	P06634	P33892
GCN1	RBG1	P33892	P39729
GCN1	RRP6	P33892	Q12149
GCN1	SNF5	P33892	P18480
CDC48	GCN2	P25694	P15442
GCN2	PRP4	P15442	P20053
GCN2	SET2	P15442	P46995
GCN2	SIW14	P15442	P53965
GCN2	SNF5	P15442	P18480
GCN2	STM1	P15442	P39015
CDC48	GCN4	P25694	P03069
GCN4	NUM1	P03069	Q00402
GCN4	SNF5	P03069	P18480
GCN4	SUB1	P03069	P54000
CDC48	GCN5	P25694	Q03330
GCN5	SET2	Q03330	P46995
GCN5	SIW14	Q03330	P53965
GCN5	SNF5	Q03330	P18480
GCN5	SUB1	Q03330	P54000
GCR2	RRP6	Q01722	Q12149
GDE1	SIW14	Q02979	P53965
DBP1	GDH2	P24784	P33327
GDH2	RPO41	P33327	P13433
GDH2	SIW14	P33327	P53965
GDS1	SIW14	P41913	P53965
GEM1	TOM70	P39722	P07213
GEP3	PRP4	Q08622	P20053
GEP3	TOM70	Q08622	P07213
GEP5	TOM70	Q12393	P07213
DED1	GEP7	P06634	P53171
GET1	NMD2	P53192	P38798
GET1	NMD4	P53192	Q12129
GET1	NUM1	P53192	Q00402
GET1	SOD1	P53192	P00445
GET1	SUB1	P53192	P54000
BIM1	GET2	P40013	P40056
CDC48	GET2	P25694	P40056
DBP1	GET2	P24784	P40056
GET2	NMD2	P40056	P38798
GET2	NUM1	P40056	Q00402
GET2	SEY1	P40056	Q99287
GET2	SOD1	P40056	P00445
GET2	SUB1	P40056	P54000
GET4	SET2	Q12125	P46995
GET4	STU2	Q12125	P46675
GFA1	SIW14	P14742	P53965
GFA1	SNF5	P14742	P18480
GFD2	RRP6	P25370	Q12149
DBP1	GGA1	P24784	Q06336
CDC48	GID7	P25694	P25569
GID8	SNF5	P40208	P18480
GIM3	NDC80	P53900	P40460
GIM3	NUM1	P53900	Q00402
GIM3	PRP4	P53900	P20053
GIM3	RRP6	P53900	Q12149
GIM3	SET2	P53900	P46995
GIM3	SNF5	P53900	P18480
GIM3	STM1	P53900	P39015
GIM3	STU2	P53900	P46675
GIM3	SUB1	P53900	P54000
GIM3	TUB4	P53900	P53378
GIM4	NMD2	P40005	P38798
GIM4	NMD4	P40005	Q12129
GIM4	NUM1	P40005	Q00402
GIM4	PRP4	P40005	P20053
GIM4	SET2	P40005	P46995
GIM4	SNF5	P40005	P18480
GIM4	STM1	P40005	P39015
GIM4	STU2	P40005	P46675
GIM4	TOM70	P40005	P07213
GIM4	TUB4	P40005	P53378
GIM5	NUM1	Q04493	Q00402
GIM5	RRP6	Q04493	Q12149
GIM5	SET2	Q04493	P46995
GIM5	SNF5	Q04493	P18480
GIM5	STU2	Q04493	P46675
GIM5	TUB4	Q04493	P53378
GIN4	NUF2	Q12263	P33895
GIP3	SNF5	Q03016	P18480
GIR2	RBG1	Q03768	P39729
GIS1	SNF5	Q03833	P18480
GIS1	SOD1	Q03833	P00445
BIM1	GIS2	P40013	P53849
CDC48	GIS2	P25694	P53849
DBP1	GIS2	P24784	P53849
DED1	GIS2	P06634	P53849
GIS2	NMD2	P53849	P38798
GIS2	PRP4	P53849	P20053
GIS2	RBG1	P53849	P39729
GIS2	SIW14	P53849	P53965
GIS2	STM1	P53849	P39015
GIS2	SUB1	P53849	P54000
GIS2	TMA46	P53849	Q12000
GIS4	STM1	Q04233	P39015
BIM1	GLC7	P40013	P32598
GLE1	NUP1	Q12315	P20676
GLE1	PRP4	Q12315	P20053
GLE1	SET2	Q12315	P46995
GLE1	SIW14	Q12315	P53965
CDC48	GLE2	P25694	P40066
GLE2	NUP1	P40066	P20676
GLE2	RRP6	P40066	Q12149
GLE2	STU2	P40066	P46675
GLG2	SNF5	P47011	P18480
CDC48	GLK1	P25694	P17709
GLN1	SUB1	P32288	P54000
CDC48	GLN3	P25694	P18494
GLN3	NUF2	P18494	P33895
GLO1	NUF2	P50107	P33895
GLO3	NUF2	P38682	P33895
GLO3	NUM1	P38682	Q00402
GLO3	SIW14	P38682	P53965
GLO3	TMA46	P38682	Q12000
GLT1	NMD4	Q12680	Q12129
GNA1	SIW14	P43577	P53965
DED1	GNP1	P06634	P48813
GON7	SIW14	P46984	P53965
CDC48	GOS1	P25694	P38736
GOT1	SEY1	Q03554	Q99287
FUS3	GPA2	P16892	P10823
GPD1	NMD2	Q00055	P38798
GPD2	STM1	P41911	P39015
GPH1	SIW14	P06738	P53965
GPH1	SOD1	P06738	P00445
CDC48	GPI10	P25694	P30777
GPI11	SIW14	Q06636	P53965
GPI11	SUB1	Q06636	P54000
DED1	GPI13	P06634	Q07830
GPI13	NMD2	Q07830	P38798
GPI13	NUM1	Q07830	Q00402
GPI13	TOM70	Q07830	P07213
CDC48	GPI16	P25694	P38875
GPI16	SIW14	P38875	P53965
GPI16	STM1	P38875	P39015
GPI16	SUB1	P38875	P54000
GPI17	NMD2	Q04080	P38798
GPI17	SUB1	Q04080	P54000
GPI19	RRP6	Q04082	Q12149
GPI19	SIW14	Q04082	P53965
GPI19	SUB1	Q04082	P54000
GPI1	RRP6	P53306	Q12149
GPI2	SIW14	P46961	P53965
GPI2	SNF5	P46961	P18480
GPI2	STU2	P46961	P46675
CDC48	GPI8	P25694	P49018
GPI8	NMD2	P49018	P38798
GPI8	PRP4	P49018	P20053
GPI8	SIW14	P49018	P53965
GPI8	STM1	P49018	P39015
GPI8	SUB1	P49018	P54000
CDC48	GPN2	P25694	Q08726
GPN2	PRP4	Q08726	P20053
CDC48	GPN3	P25694	Q06543
DED1	GPN3	P06634	Q06543
GPN3	NUM1	Q06543	Q00402
GPN3	RRP6	Q06543	Q12149
GPN3	SIW14	Q06543	P53965
GPN3	SNF5	Q06543	P18480
GPT2	RPO41	P36148	P13433
GPT2	SET2	P36148	P46995
GPT2	SUB1	P36148	P54000
GRE1	SET2	Q08969	P46995
GRS1	SUB1	P38088-2	P54000
GRX6	RRP6	Q12438	Q12149
DED1	GSF2	P06634	Q04697
DBP1	GSH1	P24784	P32477
GSM1	SNF5	P42950	P18480
GSM1	SOD1	P42950	P00445
DED1	GSP1	P06634	P32835
GSP1	RBG1	P32835	P39729
GSP1	SIW14	P32835	P53965
GSP1	SNF5	P32835	P18480
GSP1	STM1	P32835	P39015
GSP1	SUB1	P32835	P54000
GTR2	NUM1	P53290	Q00402
GTS1	SNF5	P40956	P18480
GUF1	PRP4	P46943	P20053
GUK1	SIW14	P15454	P53965
GUS1	SIW14	P46655	P53965
GVP36	RBG1	P40531	P39729
GVP36	STM1	P40531	P39015
GYP1	NMD2	Q08484	P38798
GYP1	NUM1	Q08484	Q00402
GYP5	NUF2	Q12344	P33895
GYP6	STM1	P32806	P39015
FUS3	GZF3	P16892	P42944
GZF3	SET2	P42944	P46995
HAC1	PRP4	P41546	P20053
HAC1	SEY1	P41546	Q99287
HAC1	SOD1	P41546	P00445
FUS3	HAL5	P16892	P38970
HAL5	STM1	P38970	P39015
HAP2	RRP6	P06774	Q12149
HAP3	SET2	P13434	P46995
HAP3	SIW14	P13434	P53965
HAP3	SNF5	P13434	P18480
HAP3	SOD1	P13434	P00445
HAP3	SUB1	P13434	P54000
HAP4	SNF5	P14064	P18480
HAP5	NUF2	Q02516	P33895
HAP5	PRP4	Q02516	P20053
HAS1	RRP6	Q03532	Q12149
HAT1	STM1	Q12341	P39015
HCA4	STM1	P20448	P39015
HCH1	NUF2	P53834	P33895
HCM1	NUM1	P25364	Q00402
HCM1	STU2	P25364	P46675
HDA1	SET2	P53973	P46995
HDA1	SOD1	P53973	P00445
CDC48	HDA2	P25694	Q06629
HDA2	NUF2	Q06629	P33895
HDA2	SET2	Q06629	P46995
HDA3	MRP51	Q06623	Q02950
HDA3	NUF2	Q06623	P33895
HDA3	SET2	Q06623	P46995
HED1	NDT80	Q03937	P38830
DEF1	HEK2	P35732	P38199
HEK2	NUP1	P38199	P20676
HEK2	SIW14	P38199	P53965
HEK2	SNF5	P38199	P18480
HEK2	STM1	P38199	P39015
HEK2	SUB1	P38199	P54000
HEK2	TUB4	P38199	P53378
CDC48	HEM12	P25694	P32347
HEM12	PRP4	P32347	P20053
HEM12	RRP6	P32347	Q12149
HEM1	SNF5	P09950	P18480
HEM2	SIW14	P05373	P53965
CDC48	HEM4	P25694	P06174
HEM4	NUF2	P06174	P33895
HER2	SET2	Q03557	P46995
HER2	TOM70	Q03557	P07213
HFA1	SIW14	P32874	P53965
HFD1	PRP4	Q04458	P20053
HFD1	STU2	Q04458	P46675
BIM1	HFI1	P40013	Q12060
HFI1	SNF5	Q12060	P18480
DEF1	HGH1	P35732	P48362
HHF1	SET2	P02309	P46995
HHF1	SNF5	P02309	P18480
HHF1	SUB1	P02309	P54000
HHF2	SET2	NA	P46995
HHF2	SNF5	NA	P18480
HHO1	RPO41	P53551	P13433
HHO1	SIW14	P53551	P53965
DBP1	HHT1	P24784	P61830
FUS3	HHT1	P16892	P61830
HHT1	NUM1	P61830	Q00402
HHT1	RBG1	P61830	P39729
HHT1	RRP6	P61830	Q12149
HHT1	SET2	P61830	P46995
HHT1	SNF5	P61830	P18480
HHT1	SUB1	P61830	P54000
CDC48	HHT2	P25694	NA
DBP1	HHT2	P24784	NA
HHT2	NUM1	NA	Q00402
HHT2	RBG1	NA	P39729
HHT2	RRP6	NA	Q12149
HHT2	SET2	NA	P46995
HHT2	SNF5	NA	P18480
HIR1	PRP4	P32479	P20053
HIR1	SNF5	P32479	P18480
HIR2	NMD4	P32480	Q12129
HIR2	RRP6	P32480	Q12149
HIR2	SET2	P32480	P46995
HIR2	SNF5	P32480	P18480
HIR3	SNF5	P47171	P18480
HIR3	SOD1	P47171	P00445
DED1	HIT1	P06634	P46973
HLJ1	RPO41	P48353	P13433
HLR1	NUM1	Q04429	Q00402
HMI1	RPO41	Q12039	P13433
HMO1	SUB1	Q03973	P54000
HMS1	RRP6	Q12398	Q12149
HMS2	NUF2	P47175	P33895
HMS2	PRP4	P47175	P20053
HMT1	TOM70	P38074	P07213
HOC1	NUM1	P47124	Q00402
HOF1	NUM1	Q05080	Q00402
HOF1	SET2	Q05080	P46995
DED1	HOG1	P06634	P32485
HOG1	NUM1	P32485	Q00402
HOG1	NUP1	P32485	P20676
HOG1	SOD1	P32485	P00445
CDC48	HOM2	P25694	P13663
HOM2	SOD1	P13663	P00445
HOM3	SIW14	P10869	P53965
HOM6	SET2	P31116	P46995
HOM6	SIW14	P31116	P53965
HOP1	NDT80	P20050	P38830
HOP1	RRP6	P20050	Q12149
FUS3	HOP2	P16892	P53187
HOP2	NDT80	P53187	P38830
HOP2	NUM1	P53187	Q00402
HOS1	RPO41	Q12214	P13433
HOS2	SET2	P53096	P46995
HOS2	SUB1	P53096	P54000
DEF1	HOT1	P35732	Q03213
HOT1	SUB1	Q03213	P54000
HPF1	NMD2	Q05164	P38798
DEF1	HPR1	P35732	P17629
HPR1	RRP6	P17629	Q12149
HPT1	SET2	Q04178	P46995
HPT1	STU2	Q04178	P46675
HRB1	RRP6	P38922	Q12149
CDC48	HRI1	P25694	Q05905
HRP1	NMD2	Q99383	P38798
HRP1	RRP6	Q99383	Q12149
CDC48	HRQ1	P25694	Q05549
HRQ1	NDC80	Q05549	P40460
HRQ1	NMD2	Q05549	P38798
HRQ1	NUF2	Q05549	P33895
HRQ1	NUM1	Q05549	Q00402
HRQ1	RPO41	Q05549	P13433
HRQ1	SET2	Q05549	P46995
HRQ1	SIW14	Q05549	P53965
HRQ1	SNF5	Q05549	P18480
HRQ1	STU2	Q05549	P46675
HRQ1	SUB1	Q05549	P54000
HRQ1	TOM70	Q05549	P07213
HRQ1	TUB4	Q05549	P53378
HRR25	NUM1	P29295	Q00402
HRR25	TUB4	P29295	P53378
CDC48	HRT1	P25694	Q08273
HRT1	MRP51	Q08273	Q02950
CDC48	HRT3	P25694	Q12347
CDC48	HSC82	P25694	P15108
COX20	HSC82	Q04935	P15108
DED1	HSC82	P06634	P15108
HSC82	NMD4	P15108	Q12129
HSC82	NUP1	P15108	P20676
HSC82	PRP4	P15108	P20053
HSC82	RBG1	P15108	P39729
HSC82	SET2	P15108	P46995
HSC82	SEY1	P15108	Q99287
HSC82	SIW14	P15108	P53965
HSC82	SNF5	P15108	P18480
HSC82	SOD1	P15108	P00445
HSC82	TOM70	P15108	P07213
HSC82	TUB4	P15108	P53378
HSE1	NDC80	P38753	P40460
HSE1	NUM1	P38753	Q00402
HSF1	STU2	P10961	P46675
HSH155	SET2	P49955	P46995
HSH155	TUB4	P49955	P53378
HSH49	NUF2	Q99181	P33895
HSH49	NUM1	Q99181	Q00402
HSH49	SNF5	Q99181	P18480
BIM1	HSK3	P40013	P69852
FUS3	HSL1	P16892	P34244
HSL1	NUM1	P34244	Q00402
HSL1	SUB1	P34244	P54000
CDC48	HSL7	P25694	P38274
HSL7	NUM1	P38274	Q00402
HSP104	NUM1	P31539	Q00402
HSP104	SOD1	P31539	P00445
HSP104	TOM70	P31539	P07213
HSP10	STM1	P38910	P39015
HSP10	STU2	P38910	P46675
HSP150	SNF5	P32478	P18480
HSP32	RRP6	Q08992	Q12149
CDC48	HSP60	P25694	P19882
DED1	HSP60	P06634	P19882
HSP60	PRP4	P19882	P20053
HSP60	SET2	P19882	P46995
CDC48	HSP78	P25694	P33416
HSP78	MRP51	P33416	Q02950
HSP78	RPO41	P33416	P13433
HSP78	SOD1	P33416	P00445
HSP78	TMA46	P33416	Q12000
HSP78	TOM70	P33416	P07213
DED1	HSP82	P06634	P02829
HSP82	NMD4	P02829	Q12129
HSP82	NUM1	P02829	Q00402
HSP82	NUP1	P02829	P20676
HSP82	RBG1	P02829	P39729
HSP82	RPO41	P02829	P13433
HSP82	SET2	P02829	P46995
HSP82	SIW14	P02829	P53965
HSP82	SOD1	P02829	P00445
HSP82	STM1	P02829	P39015
HST1	STM1	P53685	P39015
HST1	SUB1	P53685	P54000
HST2	RPO41	P53686	P13433
HST2	TOM70	P53686	P07213
HST3	RRP6	P53687	Q12149
FUS3	HST4	P16892	P53688
HST4	RRP6	P53688	Q12149
HTA1	MRP51	P04911	Q02950
HTA1	SEY1	P04911	Q99287
HTA1	SNF5	P04911	P18480
CDC48	HTA2	P25694	P04912
DED1	HTA2	P06634	P04912
HTB1	MRP51	P02293	Q02950
HTB1	SNF5	P02293	P18480
CDC48	HTB2	P25694	P02294
HTB2	SUB1	P02294	P54000
HTD2	NUM1	P38790	Q00402
HTD2	SIW14	P38790	P53965
HTD2	SUB1	P38790	P54000
HTL1	NUF2	Q9URQ5	P33895
HTS1	NUF2	P07263-2	P33895
HTS1	NUM1	P07263-2	Q00402
HTS1	SIW14	P07263-2	P53965
DEF1	HTZ1	P35732	Q12692
HTZ1	NDT80	Q12692	P38830
HTZ1	NUM1	Q12692	Q00402
HTZ1	PRP4	Q12692	P20053
HTZ1	RRP6	Q12692	Q12149
HTZ1	SET2	Q12692	P46995
HTZ1	SOD1	Q12692	P00445
HTZ1	STM1	Q12692	P39015
DED1	HUB1	P06634	Q6Q546
HUB1	NUM1	Q6Q546	Q00402
HUL5	NUF2	P53119	P33895
HUR1	SIW14	P45820	P53965
HUR1	STM1	P45820	P39015
HXK1	RRP6	P04806	Q12149
HXK1	SOD1	P04806	P00445
HXK2	SOD1	P04807	P00445
HXT2	RPO41	P23585	P13433
CDC48	HXT4	P25694	P32467
CDC48	HXT7	P25694	P39004
HXT9	SIW14	P40885	P53965
HXT9	SNF5	P40885	P18480
CDC48	HYP2	P25694	P23301
HYP2	NUM1	P23301	Q00402
HYP2	RRP6	P23301	Q12149
HYP2	SET2	P23301	P46995
HYP2	SIW14	P23301	P53965
HYP2	SNF5	P23301	P18480
HYP2	SUB1	P23301	P54000
HYP2	TOM70	P23301	P07213
ICE2	NMD2	P40499	P38798
ICE2	NUM1	P40499	Q00402
ICE2	SEY1	P40499	Q99287
ICP55	TOM70	P40051	P07213
IDP2	RRP6	P41939	Q12149
IDS2	PRP4	P46958	P20053
IES1	RRP6	P43579	Q12149
IES1	SIW14	P43579	P53965
IES2	SNF5	P40154	P18480
IES2	STM1	P40154	P39015
IES3	RRP6	Q12345	Q12149
IES3	SIW14	Q12345	P53965
IES4	SUB1	Q08561	P54000
DED1	IES5	P06634	P40060
IES5	NDT80	P40060	P38830
IES5	RRP6	P40060	Q12149
IES5	SUB1	P40060	P54000
IFM1	SET2	P25038	P46995
IKI3	PRP4	Q06706	P20053
IKI3	SOD1	Q06706	P00445
IKI3	SUB1	Q06706	P54000
IKS1	TOM70	P47042	P07213
DED1	ILM1	P06634	P47155
FUS3	ILM1	P16892	P47155
ILM1	NUM1	P47155	Q00402
ILM1	SIW14	P47155	P53965
ILM1	STM1	P47155	P39015
ILV1	SET2	P00927	P46995
ILV1	SIW14	P00927	P53965
ILV1	SOD1	P00927	P00445
ILV1	SUB1	P00927	P54000
ILV1	TOM70	P00927	P07213
ILV2	MRP51	P07342	Q02950
ILV6	NUF2	P25605	P33895
CDC48	IMA2	P25694	Q08295
DED1	IMA2	P06634	Q08295
IMA5	PRP4	P40884	P20053
IMD2	SNF5	P38697	P18480
IMD4	NMD4	P50094	Q12129
IME2	NDT80	P32581	P38830
IME2	NUM1	P32581	Q00402
CDC48	IML1	P25694	P47170
IML1	RBG1	P47170	P39729
IML1	SUB1	P47170	P54000
IMP2	SNF5	P46972	P18480
INA17	SNF5	Q02888	P18480
DED1	INA1	P06634	NA
INA22	SIW14	P40576	P53965
INM1	RPO41	P38710	P13433
INM1	SET2	P38710	P46995
CDC48	INN1	P25694	P53901
CDC48	INO2	P25694	P26798
FUS3	INO2	P16892	P26798
INO2	SET2	P26798	P46995
INO2	SNF5	P26798	P18480
INO4	NUM1	P13902	Q00402
INO4	SEY1	P13902	Q99287
DEF1	INO80	P35732	P53115
INO80	NUF2	P53115	P33895
INO80	SIW14	P53115	P53965
INP2	PRP4	Q03824	P20053
CDC48	INP52	P25694	P50942
INP52	NUM1	P50942	Q00402
IOC2	MRP51	Q12072	Q02950
IOC4	NUM1	Q04213	Q00402
IPI1	TOM70	P38803	P07213
IPL1	NDC80	P38991	P40460
IPL1	SIW14	P38991	P53965
IPL1	SNF5	P38991	P18480
IPL1	STM1	P38991	P39015
DED1	IPP1	P06634	P00817
IPP1	SET2	P00817	P46995
CDC48	IRA2	P25694	P19158
DED1	IRA2	P06634	P19158
FUS3	IRA2	P16892	P19158
IRA2	NDC80	P19158	P40460
IRA2	RPO41	P19158	P13433
IRA2	SET2	P19158	P46995
IRA2	SOD1	P19158	P00445
IRA2	STM1	P19158	P39015
IRA2	SUB1	P19158	P54000
IRA2	TOM70	P19158	P07213
IRC15	NDC80	Q02733	P40460
CDC48	IRC20	P25694	Q06554
DED1	IRC22	P06634	P40006
IRC22	SUB1	P40006	P54000
BIM1	IRC3	P40013	Q06683
IRC3	RPO41	Q06683	P13433
IRC8	SIW14	P47046	P53965
IRC8	TOM70	P47046	P07213
IRE1	PRP4	P32361	P20053
IRE1	SEY1	P32361	Q99287
IRR1	NUM1	P40541	Q00402
ISD11	SNF5	Q6Q560	P18480
ISR1	TOM70	Q06098	P07213
IST3	PRP4	P40565	P20053
ISU1	PRP4	Q03020	P20053
DBP1	ISW1	P24784	P38144
ISW1	NMD2	P38144	P38798
ISW1	RPO41	P38144	P13433
ISW1	RRP6	P38144	Q12149
ISW1	SET2	P38144	P46995
ISW1	SEY1	P38144	Q99287
ISW1	SIW14	P38144	P53965
ISW1	SNF5	P38144	P18480
ISW1	STU2	P38144	P46675
ISW2	NDT80	Q08773	P38830
ISY1	SET2	P21374	P46995
ITC1	NUF2	P53125	P33895
ITC1	RRP6	P53125	Q12149
ITC1	SNF5	P53125	P18480
CDC48	ITT1	P25694	Q04638
CDC48	IVY1	P25694	Q04934
DED1	IWR1	P06634	Q07532
IWR1	SET2	Q07532	P46995
IWR1	SNF5	Q07532	P18480
FUS3	IXR1	P16892	P33417
IXR1	RRP6	P33417	Q12149
IXR1	SET2	P33417	P46995
BIM1	IZH2	P40013	Q12442
IZH4	NDC80	Q99393	P40460
JAC1	TOM70	P53193	P07213
JHD2	SET2	P47156	P46995
JJJ1	NUM1	P53863	Q00402
JJJ1	SIW14	P53863	P53965
CDC48	JJJ2	P25694	P46997
JJJ3	NUF2	P47138	P33895
JNM1	NUM1	P36224	Q00402
JNM1	SEY1	P36224	Q99287
JNM1	SNF5	P36224	P18480
JNM1	STU2	P36224	P46675
KAE1	SNF5	P36132	P18480
CDC48	KAP104	P25694	P38217
KAP104	NUP1	P38217	P20676
KAP104	SNF5	P38217	P18480
KAP104	STU2	P38217	P46675
KAP114	NUM1	P53067	Q00402
KAP114	NUP1	P53067	P20676
KAP114	STU2	P53067	P46675
KAP120	NMD2	Q02932	P38798
KAP122	NUM1	P32767	Q00402
KAP122	NUP1	P32767	P20676
CDC48	KAP123	P25694	P40069
KAP123	NUP1	P40069	P20676
KAP123	TOM70	P40069	P07213
KAP95	NUP1	Q06142	P20676
KAP95	RRP6	Q06142	Q12149
KAP95	STU2	Q06142	P46675
KAR1	TUB4	P11927	P53378
DED1	KAR2	P06634	P16474
KAR2	NMD4	P16474	Q12129
KAR2	SEY1	P16474	Q99287
KAR2	SIW14	P16474	P53965
KAR3	NUF2	P17119	P33895
KAR3	NUM1	P17119	Q00402
KAR3	SOD1	P17119	P00445
KAR3	STU2	P17119	P46675
KAR3	TUB4	P17119	P53378
KAR4	RRP6	P25583	Q12149
KAR9	NUM1	P32526	Q00402
KAR9	STU2	P32526	P46675
KCH1	STU2	P47114	P46675
FUS3	KCS1	P16892	Q12494
KEG1	NUM1	P43614	Q00402
KEG1	SET2	P43614	P46995
KEG1	STM1	P43614	P39015
DED1	KEI1	P06634	Q06346
KEI1	SEY1	Q06346	Q99287
DEF1	KEL1	P35732	P38853
KEL1	SUB1	P38853	P54000
KEL2	NUF2	P50090	P33895
KEL2	RRP6	P50090	Q12149
KEL3	NDC80	Q08979	P40460
KEX2	NDC80	P13134	P40460
KGD2	STM1	P19262	P39015
KIN1	RBG1	P13185	P39729
DBP1	KIN28	P24784	P06242
DED1	KIN28	P06634	P06242
KIN28	STM1	P06242	P39015
KIN28	SUB1	P06242	P54000
KIN3	NDC80	P22209	P40460
KIN3	SNF5	P22209	P18480
KIN4	TOM70	Q01919	P07213
KIP2	NUM1	P28743	Q00402
KIP3	NUM1	P53086	Q00402
KIP3	STU2	P53086	P46675
KNH1	NUF2	P50112	P33895
KNS1	STM1	P32350	P39015
KOG1	NMD4	P38873	Q12129
KOG1	RRP6	P38873	Q12149
KOG1	SOD1	P38873	P00445
KOG1	STU2	P38873	P46675
CDC48	KRE29	P25694	P40026
KRE29	NMD2	P40026	P38798
KRE29	NUM1	P40026	Q00402
KRE33	RRP6	P53914	Q12149
KRE5	RPO41	P22023	P13433
KRE6	RPO41	P32486	P13433
KRE9	STM1	P39005	P39015
KRI1	RRP6	P42846	Q12149
KRI1	SNF5	P42846	P18480
KRI1	STM1	P42846	P39015
CDC48	KRR1	P25694	P25586
KRR1	NMD2	P25586	P38798
KRR1	RRP6	P25586	Q12149
KRR1	STM1	P25586	P39015
CDC48	KRS1	P25694	P15180
KSP1	SOD1	P38691	P00445
KSP1	STM1	P38691	P39015
CDC48	KSS1	P25694	P14681
DED1	KTI11	P06634	Q3E840
KTI11	PRP4	Q3E840	P20053
KTI12	NUM1	P34253	Q00402
KTR3	RPO41	P38130	P13433
CDC48	LAA1	P25694	P39526
DBP1	LAA1	P24784	P39526
DEF1	LAA1	P35732	P39526
LAA1	NUM1	P39526	Q00402
LAA1	RBG1	P39526	P39729
LAA1	RPO41	P39526	P13433
LAA1	SOD1	P39526	P00445
LAA1	STM1	P39526	P39015
LAA1	SUB1	P39526	P54000
LAA1	TMA46	P39526	Q12000
CDC48	LAC1	P25694	P28496
LAP2	SNF5	Q10740	P18480
LAS17	NDT80	Q12446	P38830
LAS17	NUM1	Q12446	Q00402
LAS17	PRP4	Q12446	P20053
LAS17	STM1	Q12446	P39015
LAS17	STU2	Q12446	P46675
LAS17	SUB1	Q12446	P54000
CDC48	LAS1	P25694	P36146
DED1	LAS1	P06634	P36146
LAS1	RRP6	P36146	Q12149
LCB1	PRP4	P25045	P20053
LCB2	RRP6	P40970	Q12149
FUS3	LCB4	P16892	Q12246
LCB4	NDT80	Q12246	P38830
LCB4	RRP6	Q12246	Q12149
LCB4	SET2	Q12246	P46995
DED1	LCP5	P06634	P40079
LCP5	NMD2	P40079	P38798
LCP5	NMD4	P40079	Q12129
LCP5	RRP6	P40079	Q12149
DED1	LDB17	P06634	Q12342
LDB18	NUM1	Q07887	Q00402
LDB7	RRP6	P38210	Q12149
LEA1	NMD2	Q08963	P38798
LEA1	PRP4	Q08963	P20053
LEA1	RRP6	Q08963	Q12149
LEE1	SIW14	Q02799	P53965
LEM3	RPO41	P42838	P13433
CDC48	LEO1	P25694	P38439
