	Gene names	Protein IDs	LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15
1288	SMARCC1	Q92922	2464100.0	1361600000.0	203650000.0	0.0	256160000.0	0.0	0.0	0.0	0.0	2945600.0	10869000.0	0.0	740650000.0	1108100000.0	6530100.0
1289	SMARCD2	Q92925	0.0	264020000.0	46204000.0	0.0	46896000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134500000.0	199210000.0	0.0
1290	KHSRP	Q92945	52812000.0	59928000.0	85292000.0	55166000.0	80588000.0	107620000.0	81509000.0	78791000.0	0.0	90999000.0	64803000.0	77420000.0	82760000.0	16358000.0	79845000.0
1291	GCDH	Q92947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1292	TNPO1;TNPO2	Q92973;O14787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1293	ARHGEF2	Q92974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1294	GLMN	Q92990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1295	USP9X	Q93008;O00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1296	SMARCE1	Q969G3	0.0	523560000.0	75761000.0	0.0	108240000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290610000.0	457400000.0	0.0
1297	NCLN	Q969V3	0.0	13444000.0	15978000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1298	CCDC47	Q96A33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1299	MRPL24	Q96A35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1300	MAGOHB;MAGOH	Q96A72;P61326	25326000.0	41114000.0	60835000.0	0.0	55328000.0	41683000.0	50315000.0	17164000.0	0.0	18379000.0	0.0	58599000.0	56624000.0	23493000.0	20613000.0
1301	FUBP1	Q96AE4	0.0	14651000.0	0.0	0.0	0.0	23771000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1302	LRRC59	Q96AG4	104730000.0	122890000.0	115380000.0	105760000.0	80459000.0	127380000.0	103430000.0	124100000.0	120990000.0	91933000.0	101610000.0	90211000.0	92404000.0	151160000.0	106360000.0
1303	EXOSC8	Q96B26	268400000.0	118990000.0	0.0	68376000.0	0.0	0.0	44467000.0	0.0	0.0	0.0	0.0	98876000.0	115080000.0	113640000.0	45011000.0
1304	NACC2	Q96BF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1305	UPRT	Q96BW1	0.0	0.0	0.0	0.0	50857000.0	0.0	31611000.0	0.0	0.0	0.0	0.0	39525000.0	27443000.0	0.0	0.0
1306	C12orf43	Q96C57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1307	NSUN4	Q96CB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1308	RPUSD4	Q96CM3	0.0	0.0	24799000.0	0.0	38045000.0	0.0	31937000.0	0.0	0.0	0.0	0.0	28412000.0	32994000.0	0.0	0.0
1309	EVI5L	Q96CN4	22323000.0	0.0	0.0	0.0	0.0	18888000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23799000.0	0.0
1310	FAF2	Q96CS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1311	CCDC124	Q96CT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1312	AP2M1	Q96CW1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1313	REPS1	Q96D71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1314	ANAPC16	Q96DE5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1315	DGCR14	Q96DF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1316	MSI2	Q96DH6	25574000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36384000.0
1317	SNRNP40	Q96DI7	14902000.0	0.0	16531000.0	0.0	20561000.0	0.0	21349000.0	0.0	0.0	0.0	0.0	26494000.0	0.0	15342000.0	0.0
1318	MRPL38	Q96DV4	0.0	0.0	17000000.0	0.0	11794000.0	0.0	12348000.0	0.0	0.0	0.0	0.0	10977000.0	0.0	0.0	0.0
1319	MTERF3	Q96E29	0.0	0.0	17150000.0	0.0	36836000.0	0.0	26866000.0	0.0	0.0	0.0	0.0	30200000.0	33959000.0	0.0	0.0
1320	ZMYND19	Q96E35	0.0	0.0	10887000.0	0.0	14193000.0	0.0	0.0	0.0	0.0	17170000.0	0.0	0.0	0.0	0.0	0.0
1321	ELP4	Q96EB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1322	SEH1L	Q96EE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1323	MALSU1	Q96EH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1324	MRPS24	Q96EL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1325	MRPL53	Q96EL3	0.0	0.0	0.0	0.0	21616000.0	0.0	0.0	0.0	0.0	0.0	0.0	14831000.0	18145000.0	0.0	0.0
1326	DAZAP1	Q96EP5	36104000.0	0.0	0.0	0.0	0.0	44973000.0	0.0	89192000.0	0.0	40943000.0	0.0	35159000.0	45900000.0	31459000.0	99845000.0
1327	RBM33	Q96EV2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1328	DNAJA3	Q96EY1	0.0	0.0	12946000.0	0.0	0.0	0.0	14994000.0	0.0	0.0	0.0	0.0	11586000.0	0.0	18715000.0	0.0
1329	TMA16	Q96EY4	35540000.0	0.0	26699000.0	0.0	31174000.0	21222000.0	25491000.0	18411000.0	0.0	22075000.0	0.0	25290000.0	24746000.0	32138000.0	34772000.0
1330	PTCD3	Q96EY7	0.0	0.0	28786000.0	0.0	24175000.0	15931000.0	37347000.0	0.0	0.0	16408000.0	0.0	32884000.0	35185000.0	23915000.0	30796000.0
1331	MMAB	Q96EY8	0.0	50128000.0	0.0	0.0	0.0	58520000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1332	CYFIP2	Q96F07	0.0	0.0	0.0	0.0	22935000.0	31253000.0	0.0	0.0	68295000.0	9289500.0	0.0	0.0	0.0	0.0	0.0
1333	ZNF703;ZNF503	Q9H7S9;Q96F45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1334	EDC3	Q96F86	36297000.0	35077000.0	13573000.0	0.0	21040000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1335	THOC1	Q96FV9	9769900.0	0.0	26376000.0	0.0	56186000.0	10355000.0	51296000.0	0.0	0.0	0.0	0.0	43927000.0	30774000.0	0.0	0.0
1336	OTUB1	Q96FW1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1337	LTV1	Q96GA3	23809000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31847000.0	35802000.0
1338	MRPL48	Q96GC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1339	AURKB	Q96GD4	7852700.0	0.0	0.0	0.0	10482000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7776500.0	0.0	0.0
1340	SMARCD1	Q96GM5	0.0	513430000.0	43953000.0	0.0	85893000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235590000.0	461160000.0	0.0
1341	DDX27	Q96GQ7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1342	TONSL	Q96HA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1343	CDKN2AIPNL	Q96HQ2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1344	PGAM5	Q96HS1	258930000.0	494130000.0	362560000.0	43463000.0	499780000.0	381010000.0	443780000.0	91957000.0	181750000.0	128820000.0	25683000.0	455250000.0	427370000.0	237550000.0	162600000.0
1345	SCLY	Q96I15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1346	FUBP3	Q96I24	32996000.0	0.0	29378000.0	0.0	62859000.0	27281000.0	71050000.0	41895000.0	0.0	54525000.0	0.0	46212000.0	50345000.0	22273000.0	70431000.0
1347	RBM17	Q96I25	32514000.0	0.0	18420000.0	0.0	35258000.0	0.0	17947000.0	33799000.0	0.0	29184000.0	0.0	29576000.0	22793000.0	24823000.0	45672000.0
1348	WBSCR16	Q96I51	0.0	0.0	30636000.0	0.0	50118000.0	0.0	23677000.0	0.0	0.0	0.0	0.0	29213000.0	39810000.0	0.0	0.0
1349	SUCLG2	Q96I99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1350	LRCH3	Q96II8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1351	ABHD14B	Q96IU4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1352	PAWR	Q96IZ0	17337000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21913000.0	0.0
1353	RSRC1	Q96IZ7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1354	THOC3	Q96J01	18805000.0	20981000.0	19406000.0	0.0	54943000.0	23500000.0	39079000.0	0.0	0.0	0.0	0.0	45370000.0	35180000.0	16621000.0	0.0
1355	ITCH	Q96J02	0.0	0.0	23931000.0	0.0	33318000.0	0.0	0.0	0.0	0.0	0.0	0.0	24956000.0	23565000.0	0.0	0.0
1356	SLC35E1	Q96K37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1357	ZFR	Q96KR1	20318000.0	0.0	17895000.0	0.0	30197000.0	0.0	19481000.0	25327000.0	0.0	25474000.0	0.0	23953000.0	22834000.0	18874000.0	39512000.0
1358	NSD1	Q96L73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1359	EP400	Q96L91	0.0	22769000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8084200.0	0.0	0.0	0.0	0.0	0.0
1360	ZNF512	Q96ME7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1361	YTHDC1	Q96MU7	0.0	0.0	14380000.0	0.0	15341000.0	0.0	0.0	0.0	0.0	0.0	0.0	14275000.0	0.0	0.0	0.0
1362	WDR92	Q96MX6	0.0	38048000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26474000.0	0.0	0.0	0.0	0.0	0.0
1363	DOCK7	Q96N67;Q8NF50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1364	NSUN5	Q96P11;Q63ZY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1365	RPRD1A	Q96P16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1366	AGAP3	Q96P47	0.0	10362000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13741000.0	0.0
1367	RBM14	Q96PK6	100500000.0	65103000.0	82571000.0	25408000.0	142620000.0	79157000.0	122110000.0	116870000.0	57602000.0	136580000.0	40288000.0	102220000.0	103230000.0	90169000.0	133100000.0
1368	QKI	Q96PU8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1369	SMG1	Q96Q15;Q6P435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1370	KIF20B	Q96Q89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1371	PPP1R10	Q96QC0	67238000.0	0.0	4798400.0	0.0	3929200.0	35900000.0	1076500.0	145380000.0	0.0	136940000.0	0.0	3977000.0	2259700.0	3053800.0	167900000.0
1372	VPS35	Q96QK1	0.0	9732100.0	0.0	0.0	0.0	12092000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1373	GFM1	Q96RP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1374	PEO1	Q96RR1	0.0	0.0	0.0	0.0	21900000.0	0.0	18995000.0	0.0	0.0	0.0	0.0	19347000.0	18335000.0	0.0	0.0
1375	RANBP9	Q96S59	57680000.0	0.0	89677000.0	0.0	131510000.0	0.0	0.0	0.0	0.0	132570000.0	92329000.0	0.0	0.0	0.0	0.0
1376	CLCC1	Q96S66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1377	SRPK1	Q96SB4;Q9UPE1	35563000.0	22920000.0	26514000.0	0.0	32574000.0	24982000.0	31507000.0	22794000.0	0.0	29993000.0	0.0	31160000.0	33852000.0	41364000.0	31796000.0
1378	KCTD15	Q96SI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1379	SIN3A	Q96ST3	59976000.0	0.0	0.0	0.0	0.0	46061000.0	27184000.0	0.0	0.0	0.0	0.0	0.0	0.0	73150000.0	0.0
1380	RBM15	Q96T37	19477000.0	0.0	28582000.0	0.0	33275000.0	0.0	36521000.0	0.0	0.0	0.0	0.0	29778000.0	33942000.0	19747000.0	0.0
1381	SPEN	Q96T58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1382	UHRF1	Q96T88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1383	YME1L1	Q96TA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1384	MYCBP	Q99417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1385	CDC5L	Q99459	49045000.0	19833000.0	29064000.0	0.0	40214000.0	24486000.0	31842000.0	17513000.0	0.0	15097000.0	0.0	27010000.0	25967000.0	36789000.0	28868000.0
1386	PSMD1	Q99460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1387	RNF2	Q99496	0.0	0.0	0.0	0.0	11529000.0	11124000.0	7196900.0	0.0	0.0	12229000.0	0.0	8142800.0	0.0	11977000.0	0.0
1388	VAT1	Q99536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1389	MPHOSPH6	Q99547	109900000.0	41510000.0	0.0	19600000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29008000.0	44249000.0	25493000.0	0.0
1390	POP1	Q99575	14105000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17183000.0	12103000.0
1391	EIF3C;EIF3CL	Q99613;B5ME19	15601000.0	611930000.0	27405000.0	488870000.0	36384000.0	29586000.0	28844000.0	19271000.0	1240700000.0	320530000.0	4896700.0	24381000.0	33574000.0	27878000.0	173070000.0
1392	DNAJC7	Q99615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1393	PHB2	Q99623	31892000.0	80398000.0	44085000.0	38848000.0	17827000.0	110630000.0	17849000.0	37439000.0	41702000.0	34487000.0	79438000.0	31749000.0	29929000.0	21848000.0	18785000.0
1394	ATXN2	Q99700	28257000.0	41414000.0	35058000.0	0.0	36410000.0	23202000.0	30830000.0	43356000.0	0.0	50199000.0	0.0	29882000.0	27130000.0	15531000.0	51477000.0
1395	HSD17B10	Q99714	0.0	23690000.0	14660000.0	7929000.0	0.0	61071000.0	0.0	11270000.0	0.0	9074100.0	13522000.0	0.0	0.0	0.0	0.0
1396	SEPT5	Q99719	0.0	46416000.0	0.0	202590000.0	0.0	96998000.0	0.0	0.0	0.0	0.0	279400000.0	7841500.0	0.0	0.0	0.0
1397	HNRNPAB	Q99729	75510000.0	44096000.0	97307000.0	0.0	120840000.0	86551000.0	109930000.0	143250000.0	0.0	166580000.0	0.0	116150000.0	122630000.0	62740000.0	178180000.0
1398	NAP1L4	Q99733	17148000.0	0.0	24978000.0	29435000.0	0.0	20271000.0	0.0	0.0	37245000.0	0.0	0.0	0.0	0.0	41409000.0	32817000.0
1399	CDC6	Q99741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1400	PIP5K1A	Q99755	0.0	0.0	0.0	0.0	0.0	7997400.0	0.0	0.0	0.0	0.0	0.0	12846000.0	0.0	0.0	0.0
1401	ACO2	Q99798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1402	CCT7	Q99832	29646000.0	7132199999.999998	3248799999.9999995	8105600.0	11346000.0	5082000000.0	1671199999.9999998	4577100.0	5273200000.0	156580000.0	30071000.0	20262000.0	15315000.0	30454000.0	0.0
1403	EBNA1BP2	Q99848	17184000.0	10739000.0	0.0	0.0	10245000.0	12130000.0	11287000.0	0.0	0.0	0.0	0.0	14110000.0	11731000.0	21383000.0	0.0
1404	PRMT1	Q99873	21908000.0	23200000.0	23120000.0	0.0	19737000.0	28825000.0	21957000.0	27837000.0	0.0	19681000.0	0.0	24070000.0	25594000.0	18253000.0	19766000.0
1405	SH3GL1;SH3GL2	Q99961;Q99962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1406	AKAP9	Q99996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1407	DPYSL5	Q9BPU6	0.0	0.0	0.0	0.0	0.0	61669000.0	0.0	95182000.0	0.0	0.0	0.0	0.0	56409000.0	18633000.0	0.0
1408	PAIP2	Q9BPZ3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1409	DDX50	Q9BQ39	60289000.0	31041000.0	42732000.0	0.0	75250000.0	36801000.0	54114000.0	27714000.0	0.0	52350000.0	0.0	63569000.0	48856000.0	62866000.0	53714000.0
1410	GRWD1	Q9BQ67	49971000.0	37473000.0	28265000.0	0.0	30975000.0	33254000.0	33270000.0	21943000.0	0.0	22327000.0	0.0	30944000.0	0.0	63773000.0	32828000.0
1411	TCF25	Q9BQ70	8380000.0	0.0	0.0	0.0	6284200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6588000.0	13713000.0	0.0
1412	TBL1Y	Q9BQ87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1413	WDR77	Q9BQA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1414	MRPL57	Q9BQC6	0.0	0.0	28291000.0	0.0	46399000.0	0.0	33572000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1415	TUBA1C	Q9BQE3	0.0	0.0	12246000.0	0.0	0.0	15216000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1416	MYBBP1A	Q9BQG0	68340000.0	37084000.0	48046000.0	7026400.0	38887000.0	40663000.0	55758000.0	10611000.0	14502000.0	8887900.0	6459900.0	36946000.0	25960000.0	69120000.0	57117000.0
1417	TXNDC17	Q9BRA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1418	MRPL45	Q9BRJ2	0.0	0.0	28288000.0	0.0	42546000.0	0.0	27694000.0	0.0	0.0	0.0	0.0	35786000.0	35667000.0	0.0	0.0
1419	C7orf50	Q9BRJ6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1420	NUDT16L1	Q9BRJ7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1421	PDCD2L	Q9BRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1422	RIOK1	Q9BRS2	0.0	0.0	0.0	0.0	18366000.0	0.0	0.0	0.0	0.0	0.0	0.0	16332000.0	0.0	25376000.0	20683000.0
1423	LLPH	Q9BRT6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1424	GINS4	Q9BRT9	0.0	0.0	1321000000.0	1131200000.0	0.0	0.0	0.0	0.0	2460800000.0	0.0	4228000000.0	0.0	1766999999.9999995	0.0	0.0
1425	PELO	Q9BRX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1426	GINS3	Q9BRX5	0.0	0.0	1048900000.0	1296300000.0	0.0	0.0	0.0	0.0	2205400000.0	0.0	4195800000.0	0.0	1512099999.9999998	0.0	0.0
1427	NTPCR	Q9BSD7	24007000.0	34665000.0	22626000.0	41485000.0	19397000.0	25009000.0	24341000.0	33532000.0	46755000.0	24048000.0	37906000.0	15348000.0	24036000.0	25833000.0	22592000.0
1428	TACO1	Q9BSH4	0.0	13055000.0	0.0	0.0	0.0	25785000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1429	ESYT1	Q9BSJ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1430	MTG1	Q9BT17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1431	DIDO1	Q9BTC0	7386000.0	0.0	0.0	0.0	0.0	7172500.0	16121000.0	0.0	0.0	4200400.0	0.0	8397000.0	0.0	6715200.0	0.0
1432	RBM42	Q9BTD8	0.0	0.0	14214000.0	0.0	16381000.0	9484700.0	18172000.0	14224000.0	0.0	14488000.0	0.0	0.0	0.0	0.0	19983000.0
1433	MCMBP	Q9BTE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1434	ANP32E	Q9BTT0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1435	MMTAG2	Q9BU76	20406000.0	0.0	0.0	0.0	14998000.0	0.0	19413000.0	0.0	0.0	0.0	0.0	19118000.0	25521000.0	17721000.0	0.0
1436	C11orf84	Q9BUA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27310000.0	89486000.0	0.0	0.0	45940000.0	0.0
1437	TUBB6	Q9BUF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1438	POLR3C	Q9BUI4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1439	HNRNPUL1	Q9BUJ2	29332000.0	0.0	27196000.0	0.0	33564000.0	26173000.0	35146000.0	38841000.0	0.0	42814000.0	0.0	25629000.0	22452000.0	23468000.0	48180000.0
1440	DDX23	Q9BUQ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1441	FAM195A	Q9BUT9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1442	TUBB2B	Q9BVA1	31918000.0	45120000.0	57959000.0	74109000.0	21269000.0	53808000.0	0.0	57429000.0	0.0	35275000.0	36682000.0	0.0	30730000.0	63073000.0	42801000.0
1443	TMEM109	Q9BVC6	0.0	0.0	347370000.0	797380000.0	0.0	0.0	358340000.0	223530000.0	0.0	169940000.0	0.0	0.0	0.0	0.0	0.0
1444	NOC4L	Q9BVI4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1445	UTP14A	Q9BVJ6;Q5TAP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1446	DPCD	Q9BVM2	0.0	75679000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64400000.0	0.0	41919000.0	0.0	0.0	0.0
1447	GNL3	Q9BVP2	69517000.0	18187000.0	27283000.0	0.0	37002000.0	28335000.0	40889000.0	13729000.0	18885000.0	16758000.0	0.0	35803000.0	20686000.0	75441000.0	64784000.0
1448	KIFC1	Q9BW19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1449	TARS2	Q9BW92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1450	RBM4;RBM4B	Q9BWF3;Q9BQ04	29931000.0	0.0	21822000.0	10945000.0	25828000.0	19477000.0	24832000.0	23183000.0	0.0	26831000.0	0.0	20146000.0	24903000.0	31090000.0	29814000.0
1451	SF3B5	Q9BWJ5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
