PG.ProteinGroups	PG.Genes	PG.ProteinNames	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.NrOfPrecursorsIdentified	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.NrOfPrecursorsIdentified	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.NrOfPrecursorsIdentified	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.NrOfPrecursorsIdentified	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.NrOfPrecursorsIdentified	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.NrOfPrecursorsIdentified	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.NrOfPrecursorsIdentified	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.NrOfPrecursorsIdentified	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.NrOfPrecursorsIdentified	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.NrOfPrecursorsIdentified	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.NrOfPrecursorsIdentified	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.NrOfPrecursorsIdentified	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.NrOfPrecursorsIdentified	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.NrOfPrecursorsIdentified	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.NrOfPrecursorsIdentified	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.Quantity	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.Quantity	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.Quantity	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.Quantity	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.Quantity	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.Quantity	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.Quantity	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.Quantity	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.Quantity	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.Quantity	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.Quantity	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.Quantity	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.Quantity	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.Quantity	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.Quantity	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.IBAQ	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.IBAQ	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.IBAQ	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.IBAQ	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.IBAQ	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.IBAQ	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.IBAQ	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.IBAQ	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.IBAQ	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.IBAQ	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.IBAQ	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.IBAQ	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.IBAQ	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.IBAQ	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.IBAQ
Q12133	SPC3	SPC3_YEAST	2	1	3	3	1	3	2	3	3	3	1	2	3	3	3	1116.164794921875	NaN	2204.883544921875	2121.283203125	NaN	2700.9287109375	1675.424072265625	975.1284790039062	902.7968139648438	1621.759033203125	849.1817626953125	1977.0518798828125	1843.917236328125	2205.67236328125	1375.2445068359375	149.8	0	757.3	562.8	0	1201.1	455.4	490.6	455.1	854.1	64.7	569.7	628.3	929.8	428.6
Q12136	SAS10	SAS10_YEAST	6	6	6	5	6	6	5	4	3	4	3	4	4	6	6	1335.066162109375	1722.1934814453125	1584.9893798828125	840.3442993164062	3170.03369140625	1011.0282592773438	586.1416015625	590.747802734375	NaN	1295.18701171875	614.5123901367188	677.649658203125	362.27349853515625	1215.918212890625	1408.7054443359375	269.9	328.2	346.3	119.7	562.4	187.1	79.2	72.4	0	55.5	59.8	26.6	49.9	303.9	234.1
Q12149	RRP6	RRP6_YEAST	54	54	25	19	53	45	20	48	15	18	21	16	9	17	16	43284.0703125	78072.765625	1335.045654296875	1034.955078125	76621.9296875	12165.787109375	1027.371337890625	30494.9921875	1034.0709228515625	1362.072509765625	1828.232177734375	1848.0455322265625	798.2786254882812	1050.0875244140625	1017.9080810546875	32902	43477.4	1287.3	1441.7	43550.7	13448.1	14076.8	18620.2	398.3	1457	1162	1458.2	775.7	1225.9	1194.9
Q12154	GET3	GET3_YEAST	17	16	18	18	15	18	15	17	16	18	17	17	17	18	17	17795.1015625	16224.1474609375	22684.7421875	22028.140625	15825.5703125	22006.767578125	20598.626953125	18546.6484375	16563.22265625	23176.220703125	16089.181640625	22742.162109375	18317.74609375	24737.904296875	21870.3359375	5122.3	4624.3	6726.4	6888.8	4993.4	7135.7	5904.3	6027.5	4959.4	7300.5	4575.2	7084	6985.6	9335.6	6843.8
Q12156	AIM7	AIM7_YEAST	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	NaN	1530.015380859375	NaN	NaN	726.5715942382812	3830.901123046875	2672.7138671875	2129.478271484375	4018.572509765625	NaN	3675.4296875	NaN	NaN	2391.503662109375	NaN	0	218.6	NaN	NaN	103.8	547.3	381.8	304.2	574.1	0	525.1	0	NaN	341.6	NaN
Q12159	YRA1	YRA1_YEAST	16	16	17	17	17	17	16	17	17	16	16	17	17	16	16	74281.1484375	98870.5390625	52241.82421875	59289.84765625	115299.1875	54875.37890625	76582.671875	58214.19140625	68328.140625	66512.6171875	69584.9921875	68607.9296875	68638.9140625	63240.24609375	66995.890625	44600.2	61488	33943.6	38985.4	74272.5	32956.6	50524.9	37490.7	44756.2	41235.5	43395	43488.8	43387.6	39977.1	42645.6
Q12163	NBP2	NBP2_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2391.426513671875	21127.615234375	2597.062255859375	13349.1826171875	1761.5908203125	9703.2294921875	5328.0498046875	3228.163330078125	621.85791015625	4050.425537109375	28640.6640625	14352.2880859375	3377.587890625	4416.57177734375	2404.97509765625	199.3	1760.6	216.4	1112.4	146.8	808.6	444	269	51.8	337.5	2386.7	1196	281.5	368	200.4
Q12165	ATP16	ATPD_YEAST	4	4	5	5	4	5	4	4	5	5	5	5	5	5	5	6547.78955078125	4814.701171875	1630.1588134765625	5630.90234375	4077.166015625	7748.83349609375	2900.17236328125	7067.65087890625	4815.39697265625	5667.7734375	3220.801513671875	6515.61328125	7478.5322265625	4050.8271484375	3633.153564453125	1801.7	1805.8	669.9	1756.2	1253.7	2960.3	1044.6	2823.7	1722.9	1751.1	2027.9	2284.8	2811.1	1491	1467.2
Q12166	LEU9	LEU9_YEAST	7	6	10	8	8	9	9	8	8	9	10	10	10	10	10	8072.75830078125	8116.55810546875	10247.0146484375	7167.9189453125	10436.0458984375	7467.96630859375	8298.0361328125	8335.4951171875	9601.9677734375	10658.9482421875	8049.611328125	9513.982421875	9379.681640625	9928.408203125	10933.84765625	1145.4	961.6	1632.7	1125.5	1500.3	1236	1300.5	1336.6	1541.1	1600	1302.1	1607.3	1436.5	1698.2	1723
Q12176	MAK21	MAK21_YEAST	14	13	14	11	12	10	12	9	8	11	8	13	10	12	14	5689.76611328125	8027.505859375	7172.3037109375	6374.49560546875	9979.61328125	3734.6904296875	5861.4296875	3640.800537109375	4538.1376953125	4522.62451171875	3619.925048828125	4383.30224609375	4244.74951171875	6017.65869140625	5735.802734375	602.4	810.3	994.7	680	1123.9	365.4	623.2	354.7	465.1	530.9	320.7	517.8	463.1	546.1	729.9
Q12178	FCY1	FCY1_YEAST	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5493.4365234375	5335.296875	5486.93017578125	7325.296875	4629.05517578125	7992.86669921875	3958.313720703125	4382.9228515625	5864.60498046875	8705.533203125	7643.22216796875	7817.85302734375	7952.880859375	6353.439453125	5196.2529296875	2289	2268.7	2257.5	2904.2	1641.4	3428	1724.5	1808.7	1881.7	3549.1	2985.8	3197.3	3453.1	2544.1	2090.6
Q12179	YPL245W	YP245_YEAST	8	6	10	8	8	5	9	7	7	5	3	7	7	10	9	3782.603759765625	4460.609375	5927.6064453125	5299.12841796875	7465.13623046875	4735.06689453125	6066.9150390625	4258.1796875	4035.97705078125	3212.220703125	1413.1629638671875	3844.438720703125	3450.897216796875	4105.71484375	5332.8994140625	757.5	713.2	1441.8	1140	1370.5	291.3	1149.5	762.7	789.1	370.5	169.2	555	482.7	974.6	1251.6
Q12189	RKI1	RPIA_YEAST	10	10	12	11	12	12	12	12	12	11	12	11	11	12	12	24491.58984375	23590.14453125	21916.53515625	23051.501953125	22518.4296875	29736.869140625	24360.646484375	32524.22265625	25360.341796875	27718.857421875	28802.162109375	25071.75	36394.16796875	26454.564453125	21923.048828125	5416.3	6091.6	17131.9	20688.2	6237.2	23740.3	6521.9	8181.3	7871.1	27721.4	19584.5	25571.9	25443.4	13128.1	21982.1
Q12191	BUG1	BUG1_YEAST	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	366.0190124511719	NaN	NaN	326.689453125	NaN	990.869873046875	NaN	NaN	981.1986083984375	741.7496948242188	1555.904052734375	1557.50439453125	2945.4140625	NaN	NaN	20.3	0	NaN	18.1	NaN	55	NaN	0	54.5	41.2	86.4	86.5	163.6	0	0
Q12196	RIO1	RIO1_YEAST	8	9	9	9	9	9	8	9	8	8	6	8	6	9	9	1818.36181640625	2294.1240234375	3410.0703125	2246.930419921875	4182.48828125	1453.6041259765625	2177.811767578125	1929.0357666015625	2045.1092529296875	1850.2239990234375	980.78466796875	1827.9564208984375	1257.4732666015625	2312.63232421875	2623.6806640625	994.2	1198.1	1598.8	1211.8	2050.5	766.9	1225.8	914	1086.4	1460.2	576.7	848.9	677.7	1020.7	1364.2
Q12207	NCE102	NCE2_YEAST	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	32093.052734375	13704.908203125	9269.126953125	9007.794921875	3740.157958984375	9524.8427734375	15600.8125	13747.6025390625	31424.708984375	3869.480224609375	29875.41796875	5183.912109375	11855.98828125	12050.486328125	8491.306640625	11839.9	5032.5	3391	3364.8	1783.4	3684	6003.3	5614.2	12341	1763.7	10927.6	3273.8	4446	4465.1	3292.8
Q12211	PUS1	PUS1_YEAST	2	2	3	3	2	4	3	3	2	3	2	2	3	4	3	2230.5498046875	2238.5556640625	1610.8310546875	1848.966064453125	3959.703125	2144.197265625	2417.060546875	3091.584716796875	1951.13916015625	2510.48876953125	2513.000732421875	3332.38232421875	2572.42529296875	2323.005126953125	2125.431640625	99.1	166.8	215.7	119.5	176	221.4	186.4	145.2	145.8	259.7	117.3	216.2	171.6	237.2	164.3
Q12220	DIP2	UTP12_YEAST	3	3	3	3	3	2	3	2	2	1	2	3	1	3	3	2401.118896484375	1561.762451171875	3396.667724609375	1947.021484375	2403.3916015625	880.0637817382812	998.0650024414062	1009.1563110351562	703.700927734375	1848.914306640625	NaN	836.3387451171875	3068.35986328125	1603.877197265625	1543.9376220703125	111.7	117.5	147.1	55.5	105.7	31	50.5	16	11.2	12.2	0	56.1	20.2	95.1	65.3
Q12230	LSP1	LSP1_YEAST	16	15	14	15	14	15	14	14	16	13	16	14	15	14	14	18763.65234375	13412.654296875	4188.67822265625	9178.119140625	4238.55712890625	15032.9658203125	5606.541015625	11867.240234375	20096.814453125	11772.6865234375	25962.2265625	12133.9814453125	14903.884765625	8694.73046875	7398.5419921875	10120.8	6932.6	2120.9	4861.8	2558.7	8461	2801	6699.2	11753.3	5791.8	13422.6	6686	8071.5	4826.4	3750.1
Q12233	ATP20	ATPN_YEAST	7	6	6	6	6	7	6	7	6	7	6	7	7	7	6	15308.7177734375	18970.599609375	7559.25146484375	16141.3310546875	17631.919921875	23824.35546875	6990.599609375	24848.0546875	14616.5908203125	20998.83984375	17250.75390625	23764.1328125	23403.45703125	13053.6826171875	14347.798828125	7255.7	8853.8	3686.5	7614.7	8000.5	10982.7	3366	11712.4	7431.2	10398.8	8102.3	10818.1	11052.4	6063.6	6816.6
Q12246	LCB4	LCB4_YEAST	6	5	7	5	6	6	6	5	3	4	4	4	5	6	7	2267.427001953125	3572.166259765625	4970.24951171875	3892.809814453125	2386.32763671875	2256.404541015625	4981.42822265625	3980.14453125	2408.4794921875	2061.954345703125	1272.6019287109375	1508.5267333984375	1336.026123046875	2820.468017578125	3373.43359375	230.1	260.3	453.8	278.1	204.3	195.8	356.3	226.5	123.4	116.3	99.1	78.7	115.7	243.8	287.6
Q12250	RPN5	RPN5_YEAST	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6215.30859375	9352.9091796875	8110.216796875	9003.412109375	7202.19677734375	8952.353515625	8703.3134765625	8554.9697265625	7533.64990234375	9890.1123046875	7852.05615234375	7592.6650390625	8562.1796875	8134.08154296875	7769.767578125	910.2	1920.9	1666.2	1675.5	1487.3	2496.4	1804.5	1854.8	1449.3	2350.7	1543.7	1539.6	2017.4	1564.3	1503.4
Q12263	GIN4	GIN4_YEAST	11	10	14	12	10	13	11	7	10	10	7	10	8	12	14	61523.49609375	88050.8515625	57529.3984375	64497.09765625	107608.9140625	49627.6328125	65366.4296875	41314.140625	69912.25	68206.609375	59866.453125	81127.0390625	54044.46484375	72382.5	56786.2578125	1997.1	9467.2	1945.7	2256.4	12582.9	434.2	7812.4	9509.5	9835.5	3059.7	4016.5	2549.9	3895.6	315.1	2758.6
Q12265	PRS5	KPR5_YEAST	15	15	18	18	14	17	17	14	15	16	17	16	18	19	19	5778.95068359375	6359.71337890625	7188.41552734375	7309.072265625	6715.27099609375	7432.50927734375	7595.025390625	6409.49365234375	6975.2119140625	6953.5224609375	6063.31494140625	6889.919921875	6673.86474609375	7425.37158203125	7085.0986328125	1904.6	2048.8	2434.5	2488.6	2016.1	2521.8	2604.5	2212.1	2200	2417.8	2204.8	2502.6	2360	2588.4	2535.7
Q12271	INP53	INP53_YEAST	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1240.2298583984375	NaN	1218.9053955078125	1568.4097900390625	1160.054931640625	2238.310546875	NaN	NaN	NaN	1819.496337890625	NaN	1669.673583984375	2278.05078125	2067.797607421875	1991.783447265625	19.7	0	19.3	24.9	18.4	35.5	NaN	NaN	NaN	28.9	NaN	26.5	36.2	32.8	31.6
Q12272	TPT1	TPT1_YEAST	6	5	6	6	6	6	6	5	6	6	3	6	6	6	6	3054.0322265625	2221.214599609375	4656.744140625	3600.035888671875	2948.777099609375	3100.23095703125	2834.784423828125	2923.903076171875	2349.844970703125	2089.010498046875	2542.68505859375	2265.5068359375	2648.0341796875	3675.086669921875	3153.701416015625	1140.8	637.1	2508.8	1929.3	1583.8	1490.8	1504	1093.7	1054.6	1117.3	568.4	885.4	1046.7	1861	1700.9
Q12275	YOR093C	YO093_YEAST	2	1	2	2	2	2	1	1	2	2	0	2	2	2	2	5198.9873046875	NaN	8203.26171875	3834.5146484375	9429.69140625	5684.3603515625	NaN	9785.0419921875	8056.73046875	6300.34423828125	NaN	5933.66162109375	5752.47509765625	2165.1015625	9116.083984375	63.3	0	104.6	45.7	131.7	78	0	116.7	96	75.1	NaN	70.7	68.6	29.5	108.7
Q12276	HER1	HER1_YEAST	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	12239.0400390625	17072.478515625	12260.18359375	13401.17578125	18032.8203125	21205.107421875	14025.7646484375	3747.70751953125	18327.35546875	20621.513671875	14723.822265625	15106.482421875	17727.875	13687.744140625	14377.115234375	254.6	355.1	257.8	292.6	375.1	403.4	322.7	78	381.3	449.6	306.3	314.3	391.6	303.5	323.9
Q12277	RRP42	RRP42_YEAST	7	7	6	5	7	7	5	6	4	7	5	6	7	5	6	110224.9375	156873.265625	6798.4443359375	6607.56201171875	185675.234375	38385.49609375	7628.59326171875	87651.421875	7373.9287109375	7769.12841796875	6683.3173828125	9660.369140625	10278.5009765625	6471.51416015625	7339.4501953125	11172.6	18777.3	2327.6	2104.1	19620	3933.7	2531.6	9599.2	2176.9	1752.1	1483.2	2273.2	1486.8	1684.8	2145
Q12283	MCT1	FABD_YEAST	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	425.9136047363281	NaN	NaN	855.642578125	NaN	1330.410400390625	NaN	NaN	1391.89892578125	NaN	NaN	NaN	1182.230712890625	1262.5845947265625	884.0386962890625	25.1	NaN	NaN	50.3	NaN	78.3	0	NaN	81.9	NaN	0	NaN	69.5	74.3	52
Q12285	MDY2	MDY2_YEAST	4	3	4	4	4	4	4	4	4	4	4	4	3	4	4	1705.98095703125	2417.76171875	1369.67919921875	2220.350830078125	2470.591064453125	2365.046875	1884.598388671875	3231.487060546875	3098.330078125	4923.013671875	3791.176025390625	3310.657470703125	2744.247314453125	2093.954833984375	1826.6444091796875	284.2	279.3	182.4	371.7	285.4	589	217.7	619.5	515.4	938.1	703.7	610.5	455.1	409.2	305.5
Q12289	CRC1	CRC1_YEAST	8	9	9	9	6	9	9	9	8	9	7	6	9	9	8	14167.9970703125	10851.783203125	14804.97265625	18469.701171875	13258.3916015625	24679.654296875	13524.7412109375	32125.4296875	13061.8505859375	10241.1494140625	8620.1123046875	6629.82275390625	25963.4609375	16212.966796875	11437.568359375	3463.7	2998.9	4099.8	5007.3	2462.9	6297.8	3860.9	9268.6	3342.9	2362.9	1778.3	1165.4	6752.2	4429.6	3038.1
Q12298	YDR061W	YD061_YEAST	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	NaN	NaN	NaN	NaN	NaN	336.1399841308594	NaN	NaN	NaN	NaN	NaN	309.5810546875	181.54885864257812	405.8235168457031	185.18800354003906	NaN	NaN	0	0	NaN	10.8	NaN	NaN	NaN	0	NaN	10	5.9	13.1	6
Q12305	RDL1	RDL1_YEAST	12	12	12	11	11	13	13	12	12	10	12	11	10	13	11	5770.59130859375	6038.53662109375	5154.48095703125	6623.40576171875	6578.10009765625	8333.857421875	5305.43212890625	7450.79248046875	6661.84228515625	5446.69677734375	6679.70556640625	5634.8203125	6509.04736328125	5729.224609375	5132.60546875	11636.3	11300.3	9570.4	11871.5	12163.8	14335.1	10528.2	14183.5	14356.5	10075.6	13130.9	9525.9	11641.1	10749.8	8983.6
Q12306	SMT3	SMT3_YEAST	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	26591.140625	21002.7734375	12125.0234375	20929.32421875	25817.986328125	29107.912109375	10460.833984375	40407.41796875	23733.298828125	37887.8046875	30292.607421875	34914.59765625	40051.0078125	20123.34375	22597.841796875	8025.4	6695.1	2942.4	6781.1	6454.5	10190.4	4814.5	11375.9	7598.6	14533.7	11566.6	10916.1	13639.1	7358.2	6262.1
Q12314	YOR021C	YO021_YEAST	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	8090.021484375	6757.43359375	2825.81494140625	7317.79248046875	5721.31787109375	9436.5693359375	2929.362060546875	6648.27783203125	8820.291015625	9195.0341796875	12621.8974609375	10463	8277.3017578125	5121.10498046875	5831.71875	2470.9	1942.9	1093.3	2358.2	1710.9	2943.1	894	1984.9	2342.1	2827.4	3285.5	3059.9	3014.3	1531.6	1867
Q12324	YVC1	YVC1_YEAST	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	2882.853515625	NaN	2851.224853515625	3448.541748046875	2813.037353515625	2687.650390625	2587.308349609375	929.7615356445312	NaN	3124.981689453125	2304.08251953125	2831.170166015625	2214.844970703125	2418.3447265625	1998.7379150390625	106.8	NaN	105.6	127.7	104.2	99.5	95.8	34.4	NaN	115.7	85.3	104.9	82	89.6	74
Q12328	TIM22	TIM22_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2040.838623046875	4725.02490234375	2356.4130859375	4302.0966796875	3621.886962890625	5288.36376953125	3047.871826171875	6379.0947265625	3250.30615234375	NaN	1636.2181396484375	NaN	5462.884765625	2565.42822265625	3406.96923828125	185.5	429.5	214.2	391.1	329.3	480.8	277.1	579.9	295.5	0	148.7	0	496.6	233.2	309.7
Q12329	HSP42	HSP42_YEAST	5	4	5	5	3	4	5	4	5	5	5	5	5	5	5	4971.8701171875	4555.95947265625	1236.8653564453125	2032.5791015625	744.2698364257812	815.0250854492188	2300.2216796875	938.5995483398438	2429.145751953125	594.5917358398438	2700.201171875	1586.476806640625	2592.42138671875	688.2019653320312	1017.3995361328125	645.6	521.7	210.7	343.7	107.4	93.3	322.9	132.7	368.6	104.5	476.2	246.8	367.7	85.9	127.8
Q12330	SME1	RUXE_YEAST	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	NaN	NaN	NaN	1447.78369140625	NaN	NaN	NaN	NaN	NaN	938.8946533203125	NaN	1063.846923828125	408.98577880859375	686.4246826171875	284.8005065917969	0	NaN	0	482.6	0	0	0	NaN	NaN	313	0	354.6	136.3	228.8	94.9
Q12335	PST2	PST2_YEAST	13	13	14	14	12	14	13	13	14	14	13	14	14	14	14	20351.17578125	13972.970703125	11405.685546875	13612.86328125	10551.7978515625	18124.224609375	11198.607421875	19649.544921875	21627.08203125	11181.3125	21047.2109375	10939.1103515625	17028.787109375	11810.2158203125	11138.4521484375	10042.8	6774.7	6172.8	7202.4	10210.1	9315.9	6458	9358	11361.5	5430.3	10813	5544.9	10813.9	6165	7847.6
Q12339	UTP23	UTP23_YEAST	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	3114.7783203125	2640.368408203125	4260.19970703125	3625.830810546875	5969.21728515625	2483.641845703125	2310.283203125	1900.390869140625	2596.32275390625	2334.873291015625	1298.9444580078125	2361.012451171875	2749.079345703125	3581.552001953125	3207.3466796875	521.2	420.3	581	627.9	848.8	377.2	347.1	194.3	473.8	336	244.8	388.5	489.2	617.3	449.9
Q12341	HAT1	HAT1_YEAST	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2415.611572265625	1116.0904541015625	2340.44970703125	2312.291259765625	NaN	3176.30029296875	787.5956420898438	1494.241455078125	1817.9375	3409.932861328125	2439.909423828125	3270.6064453125	2707.37451171875	1732.90283203125	2931.66259765625	105	48.5	101.8	100.5	NaN	138.1	34.2	65	79	148.3	106.1	142.2	117.7	75.3	127.5
Q12349	ATP14	ATP14_YEAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4315.80029296875	2755.41748046875	1994.9320068359375	3356.4697265625	NaN	5830.55712890625	1332.708740234375	3348.742919921875	3257.756103515625	2996.15380859375	3819.49072265625	4080.052490234375	4906.3837890625	1517.732421875	2145.760009765625	1058.5	677.3	311.4	837.7	0	1413.7	208	821.9	829.7	743.8	960.1	993.2	1195	511.3	525.2
Q12363	WTM1	WTM1_YEAST	19	14	18	18	13	18	17	14	18	17	19	16	17	18	18	25428.076171875	13835.9130859375	5930.4365234375	8579.8330078125	6027.95849609375	10401.65234375	9999.4970703125	11631.1171875	28572.9453125	8431.3701171875	27756.896484375	7514.93310546875	10076.720703125	6690.31494140625	6714.44580078125	11599.3	7697.4	9288.7	5194.6	3565.2	5960.7	10487.4	9670	15410.9	5890.2	11650.1	4457	6551.6	8028.9	10002
Q12375	ORT1	ORT1_YEAST	2	2	5	5	2	4	4	3	2	3	3	2	4	6	5	3510.05712890625	3553.739501953125	6578.3349609375	4927.96435546875	3670.11572265625	2719.273681640625	5186.61572265625	4225.91259765625	3046.7490234375	3384.677490234375	2883.499755859375	2398.941650390625	2592.41455078125	5128.98974609375	5201.49267578125	529	534.2	1353.3	1025.2	389.3	518.6	1036.9	739.9	401.2	507.7	503	461	505.4	1205.4	1039.6
Q12377	RPN6	RPN6_YEAST	11	8	12	12	10	12	10	11	8	11	12	12	11	11	12	8189.3095703125	11091.6416015625	8296.82421875	11749.8828125	8068.2587890625	11582.029296875	9704.005859375	10243.04296875	8880.271484375	11677.14453125	12635.4287109375	11126.388671875	11346.091796875	8035.75927734375	8409.4365234375	2157.7	2582.5	2003.2	2886.1	1874.6	2976.3	2114.5	2881	2206	2947.2	3100.5	2648.4	2957.6	2041.1	2175.4
Q12382	DGK1	DGK1_YEAST	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	934.4520874023438	NaN	NaN	NaN	NaN	1035.8048095703125	NaN	NaN	1131.365234375	1782.3726806640625	866.372802734375	1454.7293701171875	1274.6678466796875	1164.891845703125	1123.55859375	62.3	0	NaN	NaN	0	69.1	NaN	NaN	75.4	118.8	57.8	97	85	77.7	74.9
Q12385	ICT1	ICT1_YEAST	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1371.283203125	NaN	1286.5814208984375	969.7406616210938	NaN	314.40057373046875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	380.3924560546875	NaN	52.7	0	49.5	37.3	0	12.1	0	0	0	0	0	NaN	0	14.6	0
Q12387	MDM20	NAA25_YEAST	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	2225.23876953125	NaN	3144.369873046875	2726.717529296875	NaN	3437.053955078125	NaN	NaN	NaN	NaN	NaN	NaN	1640.456787109375	2160.631591796875	3131.291015625	49.4	NaN	69.9	60.6	NaN	76.4	NaN	NaN	NaN	NaN	NaN	NaN	36.5	48	69.6
Q12389	DBP10	DBP10_YEAST	14	12	14	14	13	13	13	10	14	14	12	12	13	13	14	8671.78125	8797.509765625	7866.0810546875	7510.951171875	15559.3251953125	7248.0107421875	7760.734375	3022.447265625	6557.7529296875	6870.345703125	5997.30859375	6703.89697265625	7831.3310546875	8896.955078125	9268.9423828125	1177.8	1084.6	1033.4	1063.2	1918.8	915.2	994.3	299.4	946.7	1015.9	844	828.4	1004.5	1184.3	1326.7
Q12402	YOP1	YOP1_YEAST	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	24941.5546875	26275.90234375	12471.2236328125	20134.43359375	18773.923828125	26748.7890625	18183.109375	28657.201171875	26410.572265625	39956.8671875	34514.5390625	35190.49609375	31291.6796875	21988.08984375	17565.580078125	10302.4	10032.5	8165.4	9098.2	9675.5	11062.4	9728.7	12050.1	11709.8	17917.5	13713.8	14396.8	11410.5	10524.8	8598.8
Q12404	MPD1	MPD1_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4662.22119140625	4112.2333984375	2674.50830078125	5329.58935546875	7332.9296875	4611.1953125	4723.72216796875	3540.657470703125	4951.36279296875	3455.26953125	3695.274169921875	3476.9892578125	4014.576171875	4390.60546875	4233.39111328125	245.4	216.4	140.8	280.5	385.9	242.7	248.6	186.4	260.6	181.9	194.5	183	211.3	231.1	222.8
Q12406	ARP7	ARP7_YEAST	8	4	16	7	18	9	17	3	6	7	4	18	14	9	8	1931.158935546875	NaN	6634.9375	1671.9423828125	41651.67578125	1949.148193359375	21699.015625	868.5955200195312	1194.8651123046875	2046.0819091796875	1594.5745849609375	19398.150390625	7549.03564453125	1529.0211181640625	1853.6290283203125	233.4	0	1369.8	264.8	8739.3	337.8	4224.6	51.1	87	342.1	207.2	3753.8	1291	188.3	239.1
