PG.ProteinGroups	PG.Genes	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.NrOfPrecursorsIdentified	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.NrOfPrecursorsIdentified	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.NrOfPrecursorsIdentified	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.NrOfPrecursorsIdentified	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.NrOfPrecursorsIdentified	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.NrOfPrecursorsIdentified	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.NrOfPrecursorsIdentified	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.NrOfPrecursorsIdentified	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.NrOfPrecursorsIdentified	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.NrOfPrecursorsIdentified	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.NrOfPrecursorsIdentified	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.NrOfPrecursorsIdentified	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.NrOfPrecursorsIdentified	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.NrOfPrecursorsIdentified	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.NrOfPrecursorsIdentified	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.Quantity	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.Quantity	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.Quantity	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.Quantity	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.Quantity	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.Quantity	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.Quantity	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.Quantity	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.Quantity	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.Quantity	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.Quantity	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.Quantity	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.Quantity	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.Quantity	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.Quantity	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.IBAQ	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.IBAQ	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.IBAQ	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.IBAQ	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.IBAQ	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.IBAQ	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.IBAQ	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.IBAQ	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.IBAQ	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.IBAQ	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.IBAQ	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.IBAQ	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.IBAQ	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.IBAQ	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.IBAQ
Q96C36	PYCR2	17	15	18	14	10	17	10	13	15	10	14	11	14	9	8	18990.46875	25220.861328125	40113.734375	18388.76953125	15104.0283203125	38454.07421875	12491.1767578125	14067.5869140625	16512.484375	14211.4658203125	18364.99609375	18156.875	24132.81640625	13144.7138671875	9368.0849609375	10206	11246.9	26222.301	6638	9962.1	17543.301	5601.2	5311.1	7746.9	6341.7	6982.4	10111.7	12689.3	4108.7	6662.6
Q96C57	CUSTOS	12	11	9	4	12	11	11	8	5	9	1	11	11	11	11	15885.4130859375	7570.12353515625	13137.8330078125	3518.83251953125	13063.578125	9047.9560546875	12863.6630859375	4452.7626953125	1953.83642578125	5139.00146484375	934.9068603515625	10196.97265625	9133.3125	18921.611328125	9229.0771484375	8768.9	3763.6	7330.6	987.8	6993	5096.9	5925.7	1912.9	826.4	2378.9	84.4	5445.8	4953.6	10599.6	5225.4
Q96C90	PPP1R14B	3	3	3	2	0	3	2	1	2	3	3	3	3	1	0	6585.95751953125	9008.9599609375	7479.42724609375	6135.93408203125	NaN	17083.2578125	4511.37548828125	4442.99658203125	2368.024658203125	5231.98974609375	3997.747802734375	4635.64794921875	4682.2353515625	2974.1767578125	NaN	2680.5	3573.1	2984	1960.6	NaN	6734.1	1337.8	624.7	571.8	2254.3	1636.3	1825.9	1884	297.7	NaN
Q96C92	ENTR1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1199.127197265625	1574.507568359375	NaN	NaN	894.0726318359375	NaN	NaN	738.4014282226562	NaN	NaN	NaN	NaN	906.3219604492188	1579.5142822265625	NaN	66.6	87.5	NaN	NaN	49.7	NaN	NaN	41	NaN	NaN	NaN	NaN	50.4	87.8	NaN
Q96CB9	NSUN4	8	5	6	2	6	5	7	6	3	6	3	5	5	7	5	15473.2861328125	9365.01953125	13484.837890625	5080.97021484375	12595.564453125	10815.2890625	14045.5078125	6562.73095703125	3163.063232421875	6472.171875	2712.17724609375	7855.15869140625	11613.771484375	18391.013671875	8368.615234375	5301.2	2856.8	4171.3	391	3716.7	3293	5070.2	2160.7	542.7	1713.6	461.7	1676.8	2509.5	6670.1	1939.6
Q96CM3	RPUSD4	11	4	20	0	22	5	21	5	3	9	0	20	21	5	6	9756.9580078125	5725.21142578125	49406.34765625	NaN	59152.3984375	6842.349609375	40966.04296875	3469.264404296875	2465.758544921875	7529.689453125	NaN	53528.02734375	48173.8359375	9111.69140625	10502.3603515625	2189.7	884.3	74562.398	NaN	18614.1	1175	16449.5	464.5	936.5	1404.9	NaN	17744.699	14509.9	1264	1771.4
Q96CN4	EVI5L	33	0	2	0	0	33	24	0	2	0	0	21	0	31	0	30262.71484375	NaN	4091.898193359375	NaN	NaN	27076.37109375	12052.2998046875	NaN	146597.296875	NaN	NaN	12232.1572265625	NaN	30086.9140625	NaN	17813.301	NaN	662.7	NaN	NaN	16703.699	5831.7	NaN	2221.8	NaN	NaN	3107.2	NaN	15251.4	NaN
Q96CN7	ISOC1	2	3	0	1	0	3	0	0	0	2	0	1	1	1	0	12883.25	27167.349609375	NaN	55900.26953125	NaN	81299.109375	NaN	NaN	NaN	18378.244140625	NaN	16746.939453125	6453.40478515625	16458.6015625	NaN	463.7	2958	NaN	1815.8	NaN	7258.8	NaN	NaN	NaN	2688.1	NaN	1209.3	209.6	534.6	NaN
Q96CP6	GRAMD1A	2	0	1	0	1	1	2	1	0	0	0	1	1	1	0	5455.71533203125	NaN	13046.9638671875	NaN	7593.20556640625	11934.34375	5059.5166015625	6800.14599609375	NaN	NaN	NaN	5323.69677734375	6202.06005859375	9429.8408203125	NaN	614.9	NaN	112.2	NaN	65.3	920.6	340	58.5	NaN	NaN	NaN	410.6	478.4	81.1	NaN
Q96CS2	HAUS1	2	1	2	1	1	2	1	1	1	1	0	3	2	2	1	6713.44189453125	4380.34619140625	11597.32421875	2763.11328125	2911.83740234375	4475.86279296875	11893.3193359375	2196.607177734375	2257.11767578125	2589.87451171875	NaN	3521	2604.784423828125	3347.375732421875	1328.5174560546875	728.5	183.9	1512	116	122.2	442.3	846.2	92.2	160.6	108.7	NaN	2176.7	478.8	327.7	55.8
Q96CS3	FAF2	15	14	13	13	9	16	11	13	13	11	8	8	10	12	8	44728.28125	32247.53515625	61797.2265625	45533.99609375	20799.6953125	49465.875	40470.51171875	42729.578125	20983.416015625	25838.6796875	13166.84765625	22146.03125	28738.6953125	39992.08203125	15215.7109375	9904	7110.5	16381.9	11680.8	3661.9	10905.9	10277.4	10946.9	3891.4	4892.3	2249.2	3724.3	5428.4	7006.4	2710.5
Q96CT7	CCDC124	7	9	9	9	8	10	4	6	9	8	4	5	7	8	7	21352.662109375	62854.70703125	45688.8203125	37874.25390625	11712.4833984375	49192.23046875	24826.515625	9758.396484375	31647.55078125	18952.416015625	12255.216796875	14879	15310.09765625	14593.55078125	20369.791015625	8929.4	24749.4	20513.4	16034.2	5069.9	18611.6	8285.9	3199.6	12172.8	8625.2	3311.9	4665.1	6053.2	5562.5	7604.7
Q96CU9	FOXRED1	1	3	4	2	3	4	4	4	4	4	5	4	3	4	3	13576.6064453125	18882.943359375	31173.68359375	12389.125	13053.98828125	16484.4375	20212.01953125	14077.611328125	6120.2568359375	15381.541015625	8456.9423828125	9462.6728515625	9842.736328125	21453.6640625	11469.07421875	924.5	2156.2	6098	1120.2	1504	2628.9	3735.3	2462.1	1554.1	3004.3	1639.3	1915.8	1770.9	2996.1	1298.6
Q96CW1	AP2M1	34	31	31	12	31	32	34	22	23	22	16	30	34	26	25	84285.4765625	49954.6484375	79855.1875	21481.822265625	69267.328125	70912.71875	74209.78125	34299.59765625	18914.419921875	31354.576171875	15689.7119140625	58016.6953125	60529.21484375	93356.328125	54693.390625	26573.199	15385.9	25019.699	4783.1	18788.6	22203.6	24628.699	8446.9	4613.7	7899.2	3900.5	16538.1	19989.199	26962	14939.4
Q96CW5	TUBGCP3	2	2	4	2	1	4	1	1	1	1	0	1	1	1	0	3881.96875	3311.16259765625	9412	5754.52734375	7677.06640625	6070.38232421875	12247.12109375	5335.2255859375	1659.5166015625	5440.48779296875	NaN	6352.01708984375	5402.5205078125	4890.451171875	NaN	151.8	165.6	675.2	143.2	118.4	418.4	368.6	160.6	25.6	163.7	NaN	97.9	108.8	75.4	NaN
Q96CX2	KCTD12	8	8	8	7	6	9	4	4	3	5	4	7	6	7	5	15963.2265625	18784.30078125	24990.0078125	14782.3701171875	12810.9072265625	29837.830078125	12974.052734375	8211.9501953125	3912.46533203125	7059	16516.40625	14661.9912109375	15079.7333984375	13124.0185546875	8202.083984375	5891.9	5866.5	11566.3	3365.1	3207.2	8921.3	2641.5	1698.5	724.6	1569.1	2313	5114.2	5997.6	4551	1918.1
Q96D09	GPRASP2	4	6	8	2	1	6	3	1	3	0	0	1	1	3	1	22405.958984375	38528.0546875	52548.16015625	14683.931640625	101615.4921875	64565.62890625	36177.9453125	12201.7568359375	8697.1494140625	NaN	NaN	22360.095703125	95335.765625	14452.7265625	9758.693359375	1963	3978.4	3898.8	303.9	1421.8	2264.3	1723.8	26.8	1723.5	NaN	NaN	127	1333.9	1349.3	21.5
Q96D46	NMD3	12	11	10	6	6	11	6	8	5	7	4	7	8	10	7	15617.0361328125	14427.2802734375	20663.5546875	9264.798828125	11792.6298828125	20229.654296875	13704.869140625	9296.7548828125	4820.322265625	9702.8564453125	7230.26220703125	11548.47265625	10790.029296875	17175.50390625	8402.525390625	3118.8	3031.2	4380.5	1505.5	1871.8	3876.2	2072.6	1975.6	642	1945.9	630.2	1743.9	2016.3	3290.2	1474.5
Q96D71	REPS1	0	4	1	5	0	8	0	7	0	0	0	0	6	9	0	NaN	5903.4716796875	14929.302734375	6907.12939453125	NaN	16418.13671875	NaN	8633.505859375	NaN	NaN	NaN	NaN	8369.6455078125	15578.1904296875	NaN	NaN	476.5	409.3	568.7	NaN	1878.5	NaN	801.7	NaN	NaN	NaN	NaN	760.6	1725.9	NaN
Q96DA6	DNAJC19	5	6	5	3	5	6	4	6	4	6	1	3	3	4	5	12073.9453125	10455.509765625	16550.90234375	13071.3759765625	12450.2626953125	12938.6328125	12273.5625	14192.9873046875	5550.68798828125	9048.0927734375	9694.5283203125	11400.763671875	9532.5400390625	9473.0869140625	7711.505859375	8392.7	6281.4	11417.8	3687.7	4507.1	6956.1	6732	9993.6	1804.9	4345.7	1503.7	6487.7	2962.4	3738.6	6123.2
Q96DE5	ANAPC16	7	7	2	0	7	5	2	5	1	1	0	1	2	2	2	58376.99609375	32476.630859375	3100.31884765625	NaN	40025.8203125	15857.0322265625	3478.488525390625	28003.65625	1579.3818359375	3487.116943359375	NaN	2660.162841796875	4198.21337890625	10511.1884765625	8020.7060546875	33515.699	12273.1	387.7	NaN	14134.5	5343.3	564.5	8772.3	36.6	80.9	NaN	61.7	1225.3	2232.2	2005.2
Q96DF8	ESS2	19	8	10	4	8	18	13	5	5	9	5	15	11	15	5	49793.1796875	14941.8759765625	18172.5	9467.443359375	18903.53125	35265.4296875	21468.400390625	9869.9716796875	4621.03515625	11932.302734375	6357.51513671875	19052.978515625	13452.337890625	33773.71484375	10822.359375	14734.3	5498.2	4565	2884.4	3428.8	9713.7	6769.2	1503.4	707.3	2288.2	6957.6	6310.1	3237.7	9429.4	1561.1
Q96DH6	MSI2	11	7	10	2	11	10	9	7	3	10	0	10	11	8	10	13232.595703125	5215.294921875	9071.28125	2086.683349609375	19145.818359375	9306.4091796875	8546.962890625	11189.9140625	1837.8870849609375	10747.314453125	NaN	14567.7275390625	15010.4267578125	11376.2763671875	19161.953125	9819.5	3532.9	7789.4	172.1	13629.1	7441	8775.7	4560.6	348.4	8474.4	NaN	11968.4	12874.8	6168.9	11111.7
Q96DI7	SNRNP40	25	22	23	13	25	23	23	14	10	19	8	25	25	18	17	42757.046875	28305.720703125	66096.0234375	18439.380859375	59584.81640625	40675.5703125	66010.0625	23373.705078125	9307.2490234375	24200.51953125	8910.6591796875	54467.73828125	48307.8046875	39099.71875	20846.8984375	23489.6	17018.5	35590.898	10810	32330.301	24044.5	33228.699	11692.8	7324.4	12819	3148.2	29596.9	28989.5	21209.9	9902.1
Q96DP5	MTFMT	3	1	2	0	2	0	3	0	1	0	0	3	4	3	2	24701.2109375	9116.3720703125	11286.73828125	NaN	9346.2978515625	NaN	30189.87109375	NaN	3772.9453125	NaN	NaN	12839.353515625	19124.19140625	36534.82421875	28079.279296875	4008.1	56.5	729.2	NaN	1981.3	NaN	2505.2	NaN	278.9	NaN	NaN	812.9	5446.4	3944.5	2204.2
Q96DT5	DNAH11	2	1	1	1	1	2	1	1	1	3	1	1	2	1	1	3472962.25	1582282.5	2372759.5	1890160.5	2757295.5	1048894.25	2624524.25	996421.25	4752228	1699758.75	1036753.5625	2947173.75	2630883.75	3515857.75	626151.875	29104.1	13924.2	20880.4	16633.5	24264.4	14765	23096	8768.6	81.5	12226.9	9123.5	25935.301	18831.4	60.3	5510.2
Q96DT7	ZBTB10	8	7	4	1	5	9	5	3	0	6	2	5	9	6	0	17490.275390625	11320.6025390625	14341.62890625	6738.04443359375	13829.2041015625	30316.83984375	27753.142578125	4980.4541015625	NaN	17172.833984375	6296.40771484375	9100.9736328125	12653.6005859375	25720.572265625	NaN	2005	2261.7	823.2	148.5	1396.5	4810.9	2362.5	423.7	NaN	1424.7	643.2	1221.4	4530.7	2251.2	NaN
Q96DV4	MRPL38	11	10	11	4	13	11	10	9	10	6	8	13	13	10	10	16385.017578125	13975.4853515625	40677.7109375	9172.7763671875	30938.76953125	22050.90625	33474.74609375	9895.9755859375	6481.77197265625	11376.6962890625	8004.6337890625	26064.275390625	22801.05859375	16170.3447265625	12974.4267578125	8548.7	6056.5	16904.1	1560.3	16079.5	10741.2	16843.1	4515.4	3496.2	3117.4	3264.9	12642.8	12015.4	6516.7	6038.6
Q96E11	MRRF	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	2916.965576171875	4864.80126953125	11007.3203125	NaN	9771.22265625	8619.8974609375	NaN	2007.8768310546875	1284.75634765625	5151.6025390625	2071.585693359375	10344.302734375	7646.4697265625	6913.861328125	6299.642578125	254.8	132	961.5	NaN	853.5	986.8	NaN	175.4	112.2	450	56.2	903.5	667.9	187.6	550.3
Q96E29	MTERF3	3	3	21	0	23	5	24	6	0	6	1	25	26	5	10	11523.1435546875	8787.814453125	101556.4765625	NaN	146281.15625	9816.0439453125	93005.5546875	9769.0390625	NaN	10630.16796875	3942.2626953125	110788.4296875	129439.2421875	10088.927734375	17697.27734375	1489.7	878.2	26856.199	NaN	39129.102	1620.8	28285.699	2156.4	NaN	1582.2	113	30242.9	37421.602	1629.3	3045.5
Q96E35	ZMYND19	6	0	6	0	7	0	2	0	0	7	5	1	2	0	0	19405.525390625	NaN	41486.8828125	NaN	62375.90234375	NaN	5958.04296875	NaN	NaN	30883.916015625	6863.76611328125	3421.298828125	3972.002197265625	NaN	NaN	6215.6	NaN	18742.1	NaN	20511	NaN	849.2	NaN	NaN	12297.9	2578.7	280.2	587.9	NaN	NaN
Q96E39	RBMXL1	5	3	5	0	5	4	5	4	0	4	0	5	5	5	5	10072.6669921875	4681.5068359375	21927.201171875	NaN	25195.60546875	6206.41064453125	20983.7890625	8912.9599609375	NaN	7696.62060546875	NaN	16956.884765625	21032.654296875	6506.0107421875	12495.65625	1911.1	675.1	7423.3	NaN	3831.9	858.3	4270.7	1151.8	NaN	944.6	NaN	2530.3	3365.7	1214	2126
Q96EA4	SPDL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	32322.275390625	32624.80078125	37836.875	28644.716796875	29655.353515625	36486.05859375	28275.744140625	27698.5234375	11310.9619140625	18099.205078125	10172.9033203125	25336.015625	25385.9453125	29924.6953125	NaN	950.7	959.6	1112.8	842.5	872.2	1073.1	831.6	814.7	332.7	532.3	299.2	745.2	746.6	880.1	NaN
Q96EB1	ELP4	5	5	4	1	3	4	1	5	3	1	2	3	2	2	1	15537.6552734375	5340.63916015625	6450.359375	NaN	7128.47021484375	3479.915771484375	1410.15771484375	4506.22509765625	1201.9049072265625	NaN	1051.952392578125	2156.76953125	1144.7139892578125	4268.748046875	948.203857421875	1559.7	590.4	582	0	640.4	443.8	33.2	486.7	101.8	0	104.9	221.5	89.2	404.2	22.3
Q96EB6	SIRT1	1	1	2	1	0	3	0	1	1	0	1	1	2	2	1	4042.377685546875	5209.51123046875	4800.9072265625	2422.596435546875	NaN	5757.9765625	NaN	1535.759033203125	1217.54736328125	NaN	1006.8912353515625	1976.542724609375	2642.9228515625	1698.73828125	1722.9736328125	48.1	61.9	351.4	28.8	NaN	516.7	NaN	18.3	95.2	NaN	12	23.5	220.8	229.5	20.5
Q96EE3	SEH1L	6	6	7	5	5	7	5	3	2	2	1	6	6	3	2	15266.525390625	13798.5673828125	18122.6484375	7796.7041015625	9913.0361328125	18572.111328125	12534.046875	6732.36181640625	4000.505615234375	5867.15185546875	4647.79150390625	10232.4296875	11043.6416015625	13738.041015625	8768.798828125	2910.7	2534.4	4234.8	1205.6	1898.1	4001.5	2707.9	683.7	341.8	637.2	262.4	2455.3	2459.3	1395.3	651
Q96EH3	MALSU1	1	0	4	0	4	1	5	0	0	0	0	4	5	0	0	987.7091064453125	NaN	12634.486328125	NaN	13291.91015625	NaN	12191.375	NaN	NaN	NaN	NaN	14379.6748046875	12102.177734375	NaN	NaN	93.2	NaN	2805.8	NaN	3268.4	0	3095	NaN	NaN	NaN	NaN	3685.3	2984.4	NaN	NaN
Q96EI5	TCEAL4	1	2	0	2	1	2	1	1	1	1	0	1	2	2	2	3049.237060546875	5247.51953125	NaN	2055.03759765625	3690.79248046875	6593.591796875	1967.9808349609375	2875.5693359375	1902.1258544921875	1061.7230224609375	NaN	1315.740234375	2739.737548828125	6593.3623046875	1079.6904296875	290.4	565.3	NaN	195.7	351.5	647.5	187.4	273.8	181.1	101.1	NaN	125.3	269.1	692.7	116
Q96EK4	THAP11	9	9	8	1	9	8	7	7	4	8	1	8	9	7	8	21363.169921875	8388.6376953125	20550.365234375	4255.0126953125	16012.9775390625	14210.56640625	23222.607421875	6453.189453125	1248.167236328125	8143.3515625	1481.7227783203125	13459.08984375	11627.9453125	18741.70703125	14313.607421875	49752.398	19221.199	17835.801	175.3	27628	28885.4	20356.301	14119.6	1491.6	13740.3	61	27113.1	25554.1	76711.797	64910.398
Q96EK5	KIFBP	1	4	2	0	0	4	0	1	1	1	1	3	2	2	0	6046.63720703125	3323.446044921875	3430.7890625	NaN	NaN	6820.54736328125	NaN	NaN	760.9655151367188	2674.848876953125	1050.47021484375	1311.4288330078125	1826.2420654296875	109.63805389404297	NaN	445.3	503.8	649.6	NaN	NaN	1082.8	NaN	0	11.9	42	16.5	147.9	166.2	58.5	NaN
Q96EK6	GNPNAT1	2	2	1	1	2	2	0	1	1	1	2	2	2	1	2	4852.4501953125	6992.62109375	7861.2314453125	3005.2705078125	4884.93017578125	12241.294921875	NaN	1335.7216796875	1714.570068359375	5354.63427734375	5115.41259765625	7006.275390625	5678.3779296875	3896.511962890625	2435.102294921875	937	1331	844.1	322.7	1037.7	2305.8	NaN	143.4	184.1	574.9	962.4	1297	1138.2	418.4	708.7
Q96EK7	FAM120B	3	3	4	0	3	3	3	1	0	1	0	3	2	4	3	6505.52099609375	7152.9609375	9167.6259765625	NaN	6115.38720703125	5311.94384765625	5947.97509765625	2615.854248046875	NaN	2346.060546875	NaN	5562.08349609375	5812.19677734375	5649.626953125	4513.3828125	345	255.5	1635.7	NaN	403.5	363.3	15871.6	87.4	NaN	52.2	NaN	324.1	167.5	409.8	274.7
Q96EL2	MRPS24	7	5	8	5	7	7	8	3	2	5	2	7	8	6	5	28691.552734375	18898.91015625	98944.640625	17024.8203125	62737.24609375	34838.4296875	75160.4296875	15407.4521484375	5317.255859375	13051.525390625	6803.80126953125	55779.70703125	51404.50390625	39919.7109375	28457.830078125	8104.4	5327.9	26246.4	4776.8	17356.199	11290.8	20550.9	3684.8	1563.9	3748.2	2107.1	15072.8	14443.5	10838.4	8274.7
Q96EL3	MRPL53	8	7	10	5	10	7	8	6	7	6	6	10	10	9	9	30642.548828125	31205.236328125	78148.6171875	18034.650390625	64906.5546875	41792.75390625	58852.2890625	20626.0390625	15554.150390625	15490.7724609375	18448.45703125	57426.19140625	54840.9765625	35007.5625	28892.76953125	14958.8	13091.7	48225.102	7987.1	42030	18738	30508.801	9073.5	7806.4	6281.4	8090.3	29076.1	32410.9	19104.301	13559.7
Q96EP5	DAZAP1	11	10	11	7	14	13	10	13	7	13	4	13	10	10	14	67243.25	32931.24609375	93199.03125	21474.8203125	105409.609375	64630.65234375	117342.75	87617.6171875	7964.23388671875	94987.328125	16195.80078125	76763.7421875	71130.0390625	50546.89453125	128873.765625	31078.1	14481.4	49795.199	7523.1	60989.602	30407.5	48667.898	40943.5	3265.2	46842	3993.5	35726.301	30718.699	17980.9	56106.801
Q96EQ0	SGTB	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1236.8802490234375	4473.64794921875	NaN	715.46875	NaN	4622.50830078125	NaN	NaN	1290.0966796875	NaN	NaN	NaN	NaN	NaN	NaN	103.1	372.8	NaN	59.6	NaN	385.2	NaN	NaN	107.5	NaN	NaN	NaN	NaN	NaN	NaN
Q96ER3	SAAL1	2	2	2	1	1	2	0	1	1	1	0	1	1	1	1	13585.0654296875	21691.140625	11873.7841796875	1331.5103759765625	12103.076171875	36103.265625	NaN	16254.4296875	8306.50390625	8647.400390625	NaN	3294.20166015625	18257.595703125	20401.521484375	5251.78857421875	770.8	1324.2	665.3	74.5	677.6	2090.8	NaN	910	465	484.1	NaN	184.4	1022.1	1142.2	294
Q96ER9	CCDC51	1	3	1	1	0	3	0	1	2	1	2	1	1	0	0	2726.52197265625	9273.9228515625	16468.830078125	13068.9345703125	NaN	16205.4482421875	NaN	8049.376953125	3243.13916015625	10115.3720703125	2884.33984375	7511.6396484375	2103.97998046875	NaN	NaN	120.3	828.6	748.6	576.8	NaN	1561	NaN	365.9	290	459.8	267.1	341.4	92.9	NaN	NaN
Q96ES7	SGF29	4	4	3	1	3	3	2	2	1	2	2	2	2	4	2	21118.5	25600.1484375	19330.9453125	6326.4296875	14654.7783203125	27655.90234375	14106.3466796875	10837.0419921875	4033.570068359375	6528.80419921875	5621.62841796875	15762.2470703125	15867.7255859375	23880.2109375	11140.85546875	3244.5	5035.6	2747.8	146.2	3182	4056.8	1947.9	1244.6	93.2	911.3	1492.8	589.9	2675.3	3834.7	1386.9
Q96EU6	RRP36	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	7582.7451171875	NaN	NaN	NaN	NaN	6880.55029296875	NaN	3951.572509765625	NaN	NaN	NaN	NaN	NaN	NaN	3276.524169921875	446	NaN	NaN	NaN	NaN	404.7	NaN	232.4	NaN	NaN	NaN	NaN	NaN	NaN	192.7
Q96EV2	RBM33	18	18	12	9	15	13	10	14	9	13	16	13	14	17	18	43657.296875	48720.65625	21898.150390625	18770.833984375	29347.908203125	24374.2578125	22549.318359375	22037.990234375	9553.2705078125	20879.068359375	27126.455078125	24943.861328125	21847.6328125	30289.916015625	26781.298828125	8770.8	7931.6	2854.4	2364.6	5793.4	3592	3048.4	3808.9	1107.9	3193.4	3969.3	4030.5	3594.2	5016	4448.7
Q96EX3	DYNC2I2	4	3	3	2	5	5	4	1	1	3	0	4	5	4	4	13828.912109375	9039.7841796875	22959.490234375	7071.08154296875	16504.447265625	18067.8203125	20749.64453125	7866.68310546875	4004.600830078125	6721.64111328125	NaN	13508.814453125	11608.912109375	17043.716796875	10016.3330078125	1966.9	1247.3	1554.5	555	2858.8	3501.7	2306.3	478.4	243.5	976	NaN	2176.7	2057.4	2530.1	1499.7
Q96EY1	DNAJA3	18	13	20	14	15	15	17	13	9	11	9	17	17	15	14	180206.09375	98827.546875	247319.5625	68966.9453125	213574.390625	91538.140625	219721.234375	89191.7421875	36735.27734375	87587.53125	27692.638671875	166609.609375	150568.25	217008.328125	119676.953125	34073.102	18604.4	49213.398	15821.6	40466.898	17726	44511.602	18237.199	6558.1	15370.5	6589.2	33969	30862.4	41979	21427.801
Q96EY4	TMA16	19	15	17	8	18	18	17	15	6	15	7	18	18	15	15	81493.9140625	38409.52734375	78738.71875	18142.078125	70286.5	53142.43359375	79545.78125	25496.986328125	14566.78515625	31196.4375	10634.517578125	59939.5390625	59693.99609375	75758.5390625	54347.23046875	51713.898	21923.699	48899.199	8974.3	49151.602	33576.398	49780.301	13321.7	5562.5	18158.4	5786.3	38751	39155.5	35438.602	29237.699
Q96EY5	MVB12A	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	3868.5498046875	4099.08349609375	NaN	NaN	NaN	6445.84765625	NaN	NaN	NaN	784.8234252929688	NaN	6529.642578125	2588.1591796875	4982.25	2056.98388671875	322.4	341.6	NaN	NaN	NaN	537.2	NaN	NaN	NaN	65.4	NaN	544.1	215.7	415.2	171.4
Q96EY7	PTCD3	23	23	31	15	31	26	30	17	13	21	12	30	32	23	24	42440.05859375	33405.34765625	126622.765625	25692.845703125	115438.4609375	55454.05859375	100815.203125	21753.328125	10002.921875	25479.65625	16719.12890625	98901.9921875	96825.0234375	70113.125	58665.609375	9163.5	11818.2	38941.5	8283.1	29897	22014.801	31271.199	7051.5	1840.5	7434.5	2546.3	25340.801	25072.699	17344.6	14631.2
